round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
1	200	0	28 IS GREAT	(Alex: In honor of our 28th season...)	In September 1984 "Jeopardy!" began its run & P.W. Botha began a more modest 6 years as pres. of this country	South Africa	2011-09-19	
1	400	0	28 IS GREAT	(Alex: In honor of our 28th season...)	This literary character spent 28 years marooned on a desert island	Robinson Crusoe	2011-09-19	
1	600	0	28 IS GREAT	(Alex: In honor of our 28th season...)	The Z28 Camaro is a classic muscle car from this automaker	Chevrolet	2011-09-19	
1	1000	0	28 IS GREAT	(Alex: In honor of our 28th season...)	This great king succeeded his brother Ethelred in 871 & reigned in Wessex for 28 years	Alfred the Great	2011-09-19	
1	200	0	FROM "B" TO "Y\"	(Alex: Each correct response will begin with the letter B and end in a "Y".)	Chapter 7 of this federal code provides for liquidation	bankruptcy	2011-09-19	
1	400	0	FROM "B" TO "Y\"	(Alex: Each correct response will begin with the letter B and end in a "Y".)	In a theater, the mezzanine is the lowest one	a balcony	2011-09-19	
1	600	0	FROM "B" TO "Y\"	(Alex: Each correct response will begin with the letter B and end in a "Y".)	All hail the grain of this plant, used in making beer	barley	2011-09-19	
1	800	0	FROM "B" TO "Y\"	(Alex: Each correct response will begin with the letter B and end in a "Y".)	The temperature is so mild & pleasant, it's downright this 5-letter adjective	balmy	2011-09-19	
1	1000	0	FROM "B" TO "Y\"	(Alex: Each correct response will begin with the letter B and end in a "Y".)	A tongue twister mentions rubber bumpers on this 2-word conveyance (both words fit the category)	baby buggy	2011-09-19	
1	200	0	FRIENDS WITH BENEFITS	(Alex: But be careful with this one. Uh, I don't think it's what you think it is.)	Tim McGraw & Faith Hill spearheaded the 2010 concert called this Tennessee city "Rising", a benefit for flood victims	Nashville	2011-09-19	
1	400	0	FRIENDS WITH BENEFITS	(Alex: But be careful with this one. Uh, I don't think it's what you think it is.)	Annie Lennox joined David Bowie & the surviving members of Queen on "Under Pressure" at a 1992 AIDS benefit & tribute to this man	Freddie Mercury	2011-09-19	
1	600	0	FRIENDS WITH BENEFITS	(Alex: But be careful with this one. Uh, I don't think it's what you think it is.)	The Rolling Stones brought their pals to this Canadian city for a 2003 benefit to help it recover from a SARS outbreak	Toronto	2011-09-19	
1	800	1000	FRIENDS WITH BENEFITS	(Alex: But be careful with this one. Uh, I don't think it's what you think it is.)	\"My friend... told me that he wanted help before" this country "died", George Harrison sang in 1971; he had a benefit for it	Bangladesh	2011-09-19	
1	1000	0	FRIENDS WITH BENEFITS	(Alex: But be careful with this one. Uh, I don't think it's what you think it is.)	Many rockin' friends have joined this guy with a heart of gold at his annual Bridge School Benefits	Neil Young	2011-09-19	
2	400	0	THE COUNTRY HE RULED		Macbeth: 1040 to 1057	Scotland	2011-09-19	
2	800	0	THE COUNTRY HE RULED		Haile Selassie: 1930 to 1974	Ethiopia	2011-09-19	
2	1200	0	THE COUNTRY HE RULED		John III Sobieski: 1674 to 1696	Poland	2011-09-19	
2	1600	0	THE COUNTRY HE RULED		Umberto I: 1878 to 1900	Italy	2011-09-19	
2	2000	0	THE COUNTRY HE RULED		Canute IV (& later "the Holy"): 1080 to 1086	Denmark	2011-09-19	
2	400	0	WORD & PHRASE ORIGINS		The origin of "smart as" this referred to the pain caused by its lash	a whip	2011-09-19	
2	800	0	WORD & PHRASE ORIGINS		This phrase meaning "to admit defeat" comes from boxing, where a trainer does it to stop the fight	throw the towel in	2011-09-19	
2	1200	0	WORD & PHRASE ORIGINS		A Thomas Gray poem says, "Where" this "is bliss, 'tis folly to be wise\"	ignorance	2011-09-19	
2	1600	0	WORD & PHRASE ORIGINS		This 2-word term for first prize comes from what serves as the badge of Britain's Order of the Garter	blue ribbon	2011-09-19	
2	2000	3600	WORD & PHRASE ORIGINS		This type of victory in which the losses are ruinous is named for a cousin of Alexander the Great	a Pyrrhic victory	2011-09-19	
2	400	0	IT'S A DOGFIGHT		When a pilot dives & rolls, then pulls out heading in the opposite direction, the maneuver is called the split-this letter	S	2011-09-19	
2	800	0	IT'S A DOGFIGHT		In 1950 a U.S. F-80 shot down a Soviet-made MiG-15 in the first dogfight between 2 aircraft propelled by this engine type	a jet	2011-09-19	
2	1200	0	IT'S A DOGFIGHT		In an early dogfight, British ace Lanoe Hawker was outdueled & killed by this notorious German	the Red Baron	2011-09-19	
2	1600	0	IT'S A DOGFIGHT		WWI ace Oswald Boelcke advised attacking pilots to keep this behind them so as to interfere with an enemy's vision	the Sun	2011-09-19	
2	2000	0	IT'S A DOGFIGHT		(Jimmy of the Clue Crew presents the clue on a monitor.) The blue pilot sees the red plane at a position called 12 o'clock; after a tight overhead loop to attack, the red plane is now directly behind in the position called this time of day	6 o'clock	2011-09-19	
2	400	0	FILM ALIAS		Revealed in "Goldmember", the real name of this twin is Dougie Powers	Dr. Evil	2011-09-19	
2	800	0	FILM ALIAS		Under this 1997 title alias, FBI agent Johnny Depp infiltrates the mob	Donnie Brasco	2011-09-19	
2	1200	0	FILM ALIAS		Prior to volunteering for experimental research, he was Steve Rogers; now we know him as this	Captain America	2011-09-19	
2	1600	0	FILM ALIAS		Matt Damon as this title character murders Dickie Greenleaf & assumes his identity	Mr. Ripley	2011-09-19	
2	2000	0	FILM ALIAS		In "The Usual Suspects", Verbal Kint might have been this killer	Keyser Söze	2011-09-19	
2	400	0	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	He's the first labor leader & the first Hispanic American to be honored with a public legal holiday	(César) Chávez	2011-09-19	
2	800	0	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	In 1982 Richard Cavazos became the first Hispanic American with this many stars as a full general in the Army	4 stars	2011-09-19	
2	1200	0	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	In 1973 this late Pittsburgh Pirate became the first Hispanic American inducted into the Baseball Hall of Fame	(Roberto) Clemente	2011-09-19	
2	1600	0	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	This onetime husband of Rosemary Clooney was the first Hispanic American to win the Oscar for Best Actor	José Ferrer	2011-09-19	
2	2000	0	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	In the 1990s he was the first Hispanic Secretary of Transportation & Secretary of Energy	Federico Peña	2011-09-19	
2	400	0	FRIENDS WITH BENEFITS	(Alex: And once again, [*]. But be careful.)	Steve is a big fan of this federal insurance program that began covering those over 65 back in '65	Medicare	2011-09-19	
2	800	0	FRIENDS WITH BENEFITS	(Alex: And once again, [*]. But be careful.)	Eric could use a new health plan; he's got a $50,000 this, the amount he pays out of pocket before insurance kicks in	a deductible	2011-09-19	
2	1200	0	FRIENDS WITH BENEFITS	(Alex: And once again, [*]. But be careful.)	Jennifer loves this as a type of trim on her clothes & as a type of benefit, like her free company gym	fringe benefits	2011-09-19	
2	1600	4000	FRIENDS WITH BENEFITS	(Alex: And once again, [*]. But be careful.)	Matt's employer lets him choose among various benefits; it's this type of plan, like his favorite eating spot	a cafeteria plan	2011-09-19	
2	2000	0	FRIENDS WITH BENEFITS	(Alex: And once again, [*]. But be careful.)	Shh, don't tell! Suzanne used her medical FSA, short for this, to pay for botox treatments	a flexible spending account	2011-09-19	
3	0	0	AMERICAN WRITERS		In the 1840s he wrote, "I ask for, not at once no government, but at once a better government\"	Henry David Thoreau	2011-09-19	
1	200	0	EARLY MAN		(Sarah of the Clue Crew shows us a partial skull at the Smithsonian Hall of Human Origins.) Ouranopithecus macedoniensis, a 9-million-year-old ape from Greece, is a candidate as the long sought-for common ancestor of African apes & humans, popularly but inaccurately known by this two-word term	the missing link	2011-09-20	
1	400	0	EARLY MAN		790,000-year-old flints from a site in Israel provide the oldest known evidence of early man's control of this	fire	2011-09-20	
1	600	0	EARLY MAN		(Kelly of the Clue Crew holds a small statue at the Smithsonian Hall of Human Origins.) This 35-thousand-year-old figurine known as the Lion Man, the oldest known human statue, is made from the ivory of this animal that went from endangered to extinct thousands of years ago	the Woolly Mammoth	2011-09-20	
1	800	0	EARLY MAN		The evolution of a large flexor pollicis muscle in this digit was key to early man's ability to use tools	the thumb	2011-09-20	
1	1000	0	EARLY MAN		(Kelly of the Clue Crew holds a partial skull at the Smithsonian Hall of Human Origins.) The enlarged brain of this early human species helped it become the longest-lived member of the human family tree; named for its upright posture, it survived nine times longer than our species has been around	Homo erectus	2011-09-20	
1	200	0	TV TITLE ROLE PLAYING		\"Hannah Montana\"	Miley Cyrus	2011-09-20	
1	400	0	TV TITLE ROLE PLAYING		(Adrian) "Monk\"	Tony Shalhoub	2011-09-20	
1	600	0	TV TITLE ROLE PLAYING		\"The Good Wife\"	Julianna Margulies	2011-09-20	
1	800	0	TV TITLE ROLE PLAYING		\"Barney Miller\"	Hal Linden	2011-09-20	
1	1000	0	TV TITLE ROLE PLAYING		\"Chuck" (Bartowski)	Zachary Levi	2011-09-20	
1	200	0	AGING GRACEFULLY		Use lotion to protect your skin from these rays with wavelengths shorter than 4,000 angstroms	ultraviolet rays	2011-09-20	
1	400	0	AGING GRACEFULLY		Remove dead cells from your skin via this method, from the Latin for "to strip off leaves\"	exfoliate	2011-09-20	
1	600	0	AGING GRACEFULLY		Moisturizer with glycolic acid helps prevent these alliteratively named results of years of chuckling	laugh lines	2011-09-20	
1	800	0	AGING GRACEFULLY		\"Free" these aren't out to overthrow your government; they accelerate age-related diseases, so avoid them	radicals	2011-09-20	
1	1000	0	AGING GRACEFULLY		This alphabetically second-to-last element is an antioxidant & good for cell repair	zinc	2011-09-20	
1	200	0	STATELY RIVERS		For some 2,300 miles, this "Ol' Man River" just keeps rollin' along	the Mississippi	2011-09-20	
1	400	0	STATELY RIVERS		This river that rises in the Rockies forms the Arizona-California border	the Colorado	2011-09-20	
1	600	0	STATELY RIVERS		Fort Smith & Little Rock are among the cities located on its banks	the Arkansas River	2011-09-20	
1	800	0	STATELY RIVERS		This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery	the Alabama River	2011-09-20	
1	1000	1000	STATELY RIVERS		Trenton, New Jersey lies at the head of navigation on this river	the Delaware River	2011-09-20	
1	200	0	WAYS TO LOSE MONEY		It rhymes with dwindle, & your money will dwindle if you fall for one	a swindle	2011-09-20	
1	400	0	WAYS TO LOSE MONEY		A proverbial mistake is buying swampland in this state, maybe around Sunniland	Florida	2011-09-20	
1	600	0	WAYS TO LOSE MONEY		Add "D" to a word for sheep's wool & you've been this, meaning taken	fleeced	2011-09-20	
1	800	0	WAYS TO LOSE MONEY		This sensory word follows "soft"' to mean someone easy to take advantage of	a soft touch	2011-09-20	
1	1000	0	WAYS TO LOSE MONEY		This phrase for a house that keeps needing costly repairs is also the name of a home improvement radio show	a money pit	2011-09-20	
1	200	0	ONE VOWEL ONLY	(Alex Trebek: ...in each correct response.)	A planet of our solar system	Mars	2011-09-20	
1	400	0	ONE VOWEL ONLY	(Alex Trebek: ...in each correct response.)	Basketball's Mr. Nowitzki knows it's a small Scottish dagger	a dirk	2011-09-20	
1	600	0	ONE VOWEL ONLY	(Alex Trebek: ...in each correct response.)	A twisting tool that's "thrown into" a situation to mess it up	a wrench	2011-09-20	
1	800	0	ONE VOWEL ONLY	(Alex Trebek: ...in each correct response.)	A country in Central Africa	Chad	2011-09-20	
1	1000	0	ONE VOWEL ONLY	(Alex Trebek: ...in each correct response.)	Last name of the president when the California Gold Rush began	Polk	2011-09-20	
2	400	0	LATE MAN		Photocopy pioneer Robert Gundlach, 1926-2010, helped transform the Haloid Company into this office-equipment giant	Xerox	2011-09-20	
2	800	0	LATE MAN		Morrie Yohai, 1920-2010, "sketched" out the idea for these puffy cheese-flavored snacks	Cheez Doodles	2011-09-20	
2	1200	0	LATE MAN		\"Piper Bill" Millin, 1922-2010, played "Hieland Laddie" while under heavy gunfire on Sword Beach on this day in 1944	June 6	2011-09-20	
2	1600	0	LATE MAN		Composer Milton Babbitt, 1916-2011, received a 1986 "Genius Grant" from this American foundation	MacArthur	2011-09-20	
2	2000	0	LATE MAN		Professor Nicolae Popescu, 1937-2010, made many contributions to this branch of math with an Arabic name	algebra	2011-09-20	
2	400	0	A CELTIC CATEGORY		Celtic independence on the European continent came to an end with this leader's 58 to 51 B.C. conquest of Gaul	Julius Caesar	2011-09-20	
2	800	0	A CELTIC CATEGORY		Begun more than 2,000 years ago & meaning "summer's end", Samhain was a Celtic festival that has evolved into this holiday	Halloween	2011-09-20	
2	1200	0	A CELTIC CATEGORY		Irish, a form of this language, is one of the only Celtic languages to receive full state recognition & support	Gaelic	2011-09-20	
2	1600	1800	A CELTIC CATEGORY		Celts were divided into social classes such as warriors, commoners & this priestly class, performers of religious rituals	druids	2011-09-20	
2	2000	0	A CELTIC CATEGORY		Celtic folklore told of this "woman of the fairies" whose mournful wails & screams foretold death	a banshee	2011-09-20	
2	400	0	ISN'T IT "GRAND"?		It's Venice, Italy's main waterway	the Grand Canal	2011-09-20	
2	800	0	ISN'T IT "GRAND"?		Titles in this mega-selling video game series include "Vice City" & "Chinatown Wars\"	Grand Theft Auto	2011-09-20	
2	1200	0	ISN'T IT "GRAND"?		In bridge, it's when you take all 13 tricks	a grand slam	2011-09-20	
2	1600	0	ISN'T IT "GRAND"?		Used for flood control & power production, it's been called the "8th Wonder of the World\"	the Grand Coulee Dam	2011-09-20	
2	2000	0	ISN'T IT "GRAND"?		How sweet the sound of this composition by Ferde Grofe	the Grand Canyon Suite	2011-09-20	
2	400	0	THIS IS A JOB FOR A HERO	(Alex Trebek: You have to name each literary hero's profession.)	Perry Mason	an attorney	2011-09-20	
2	800	0	THIS IS A JOB FOR A HERO	(Alex Trebek: You have to name each literary hero's profession.)	Horatio Hornblower	sailor (or officer)	2011-09-20	
2	1200	0	THIS IS A JOB FOR A HERO	(Alex Trebek: You have to name each literary hero's profession.)	Lew Archer	a private investigator	2011-09-20	
2	1600	0	THIS IS A JOB FOR A HERO	(Alex Trebek: You have to name each literary hero's profession.)	Howard Roark	an architect	2011-09-20	
2	2000	0	THIS IS A JOB FOR A HERO	(Alex Trebek: You have to name each literary hero's profession.)	George Smiley	the spy	2011-09-20	
2	400	0	THE WHITE HOUSE		With the 1866 remodeling of offices, Andrew Johnson installed a room for this communications device	a telegraph	2011-09-20	
2	800	0	THE WHITE HOUSE		Once a stable, the Rose Garden lies in the ell of this part of the White House, also the name of a TV show	the West Wing	2011-09-20	
2	1200	0	THE WHITE HOUSE		This distinctively shaped room was designed by Nathan C. Wyeth at the order of President Taft in 1909	the Oval Office	2011-09-20	
2	1600	0	THE WHITE HOUSE		On June 2, 1886 Grover Cleveland married Frances Folsom in this "colorful" room	the Blue Room	2011-09-20	
2	2000	2200	THE WHITE HOUSE		The White House's general manager is the chief this, from the time when his chief duty was escorting visitors to the president	the chief usher	2011-09-20	
2	400	0	SIBLING REVELRY		The loopy comedy "Raising Arizona" was written & directed by these brothers	the Coen Brothers	2011-09-20	
2	800	0	SIBLING REVELRY		\"In Living Color" featured siblings Kim, Marlon, Damon, Shawn & Keenen Ivory of this family	the Wayans	2011-09-20	
2	1200	0	SIBLING REVELRY		The real first names of this comedy troupe were Julius, Leonard, Milton, Adolph & Herbert	the Marx Brothers	2011-09-20	
2	1600	0	SIBLING REVELRY		The dark comedy "Grosse Pointe Blank" starred this actor as an assassin & this sister of his as his office manager	Joan & John Cusack	2011-09-20	
2	2000	0	SIBLING REVELRY		Last name of writers & siblings Amy & David, who collaborated on the play "The Book of Liz\"	Sedaris	2011-09-20	
3	0	0	NAME'S THE SAME		Name shared by a popular world sport & a member of the Gryllidae family	cricket	2011-09-20	
1	200	0	ENGLISH LITERATURE		In this epic poem about leaving heaven, John Milton created Pandemonium, the capital of Hell	Paradise Lost	2011-09-21	
1	400	0	ENGLISH LITERATURE		A book by him begins, "'The signora had no business to do it... she promised us south rooms with a view"\'	(E.M.) Forster	2011-09-21	
1	600	0	ENGLISH LITERATURE		His wife Charlotte was the inspiration for "Amelia" & for Sophia in "Tom Jones\"	Fielding	2011-09-21	
1	800	0	ENGLISH LITERATURE		In a George Eliot novel, the Tullivers owned a mill on this river	the River Floss	2011-09-21	
1	1000	1500	ENGLISH LITERATURE		A line in this 1954 novel reads, "Ralph wept for the end of innocence, the darkness of man's heart\"	Lord of the Flies	2011-09-21	
1	200	0	FILL IN THE TOP 40 TITLE		Olivia Newton-John: "I ____ Love You\"	Honestly	2011-09-21	
1	400	0	FILL IN THE TOP 40 TITLE		Cee Lo Green: "____ You" (the radio version, please)	Forget	2011-09-21	
1	600	0	FILL IN THE TOP 40 TITLE		Salt-N-Pepa with En Vogue: "Whatta ____\"	Man	2011-09-21	
1	800	0	FILL IN THE TOP 40 TITLE		Cyndi Lauper: "She ____\"	Bop	2011-09-21	
1	1000	0	FILL IN THE TOP 40 TITLE		Cher: "Half-____\"	Breed	2011-09-21	
1	200	0	DOES THIS DRESSING MAKE ME LOOK FAT?		This dressing meaning "little vinegar" looks positively slimming on you	a vinaigrette	2011-09-21	
1	400	0	DOES THIS DRESSING MAKE ME LOOK FAT?		There are just 35 fat calories in a 2 tbsp. serving of this actor's own Lighten Up Honey Mustard Dressing	Paul Newman	2011-09-21	
1	600	0	DOES THIS DRESSING MAKE ME LOOK FAT?		Zut alors! One ounce of this "national" dressing at Sizzler has 12 grams of fat!	French	2011-09-21	
1	800	0	DOES THIS DRESSING MAKE ME LOOK FAT?		Git along to the gym, little dogie! If you saddle up 2 tbsp. of Kraft's buttermilk this, you've roped in 140 fat calories	ranch	2011-09-21	
1	1000	0	DOES THIS DRESSING MAKE ME LOOK FAT?		A Rachael Ray recipe for this "colorful" dairy dressing calls for 1/2 cup heavy cream & 1/2 cup sour cream	blue cheese	2011-09-21	
1	200	0	E3	(Alex: Each correct response will have three "E"s in it.)	A person who's busy on Election Day might cast his vote this way	absentee	2011-09-21	
1	400	0	E3	(Alex: Each correct response will have three "E"s in it.)	Put the pedal to the metal & increase your speed	accelerate	2011-09-21	
1	600	0	E3	(Alex: Each correct response will have three "E"s in it.)	The transitional teenage years between puberty & adulthood	adolescence	2011-09-21	
1	800	0	E3	(Alex: Each correct response will have three "E"s in it.)	It's a right held by one property owner to make use of the land of another for a limited purpose	an easement	2011-09-21	
1	1000	0	E3	(Alex: Each correct response will have three "E"s in it.)	This portion of the brain coordinates voluntary movements & balance	the cerebellum	2011-09-21	
1	200	0	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	\"From her beacon-hand glows world-wide welcome" is part of a poem found on a plaque at this landmark	the Statue of Liberty	2011-09-21	
1	400	0	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	\"Willkommen" is the first song in this Broadway musical	Cabaret	2011-09-21	
1	600	0	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	In 1992 this author launched his "Goosebumps" series with "Welcome to Dead House\"	(R.L.) Stine	2011-09-21	
1	800	0	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	At a Seder dinner, a ceremonial cup of wine is left for this prophet; a door is opened to welcome him, too	Elijah	2011-09-21	
1	1000	0	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	Altars called ofrendas, with flowers & sweets, welcome back souls on this Mexican holiday in November	the Day of the Dead	2011-09-21	
1	200	0	OUR NEW COMPUTER OVERLORDS	(Alex: Ken Jennings' famous line from last year's special tournament.)	In 2008 an IBM supercomputer named for this speedy state bird broke the 1 petaflop barrier—that's really fast	a roadrunner	2011-09-21	
1	400	0	OUR NEW COMPUTER OVERLORDS	(Alex: Ken Jennings' famous line from last year's special tournament.)	Most modern supercomputers run on this operating system developed by Linus Torvalds	Linux	2011-09-21	
1	600	0	OUR NEW COMPUTER OVERLORDS	(Alex: Ken Jennings' famous line from last year's special tournament.)	In 1998 Deep Crack, designed for this science from the Greek for "hidden writing", broke the standard U.S. data cipher	cryptography	2011-09-21	
1	800	0	OUR NEW COMPUTER OVERLORDS	(Alex: Ken Jennings' famous line from last year's special tournament.)	Thinking Machines Corp. pioneered this processing —as the geometric name indicates, many processors work side by side	parallel processing	2011-09-21	
2	400	0	NAME THAT REBELLION		China, 1900: "Fighters" versus foreigners & Christians	the Boxer Rebellion	2011-09-21	
2	800	0	NAME THAT REBELLION		Pennsylvania, 1794: The feds versus farmers over a tax on liquor	the Whiskey Rebellion	2011-09-21	
2	1200	0	NAME THAT REBELLION		Ulster & Wexford, 1798: One of many called by this national adjective	Irish	2011-09-21	
2	1600	0	NAME THAT REBELLION		Virginia, 1676: A "hammy" colonist & his followers versus natives & the governor	Bacon's Rebellion	2011-09-21	
2	2000	0	NAME THAT REBELLION		New England, 1786-87: A former soldier & 1,200 followers versus taxes & foreclosures	Shays' Rebellion	2011-09-21	
2	400	0	RABBIT STEW		He munched his first carrot in the 1940 Tex Avery cartoon "A Wild Hare\"	Bugs Bunny	2011-09-21	
2	800	0	RABBIT STEW		In commercials the silly rabbit does manage to pronounce this cereal "abso-fruitalicious\"	Trix	2011-09-21	
2	1200	0	RABBIT STEW		Michael Sheen, known for playing Tony Blair, voiced this creature in 2010's "Alice in Wonderland\"	the White Rabbit	2011-09-21	
2	1600	0	RABBIT STEW		As Elwood P. Dowd, Jimmy Stewart calls this rabbit companion a "pooka\"	Harvey	2011-09-21	
2	2000	0	RABBIT STEW		This "rabbit" is in the title of a movie with Wallace & Gromit	Were-Rabbit	2011-09-21	
2	400	0	TREES		You might enjoy an orange juice & champagne cocktail while sitting under this tree of the same name	a mimosa	2011-09-21	
2	800	0	TREES		This type of aspen derives its name from the way its stalks & leaves rustle in the wind	a quaking aspen	2011-09-21	
2	1200	2500	TREES		Brought over from Australia, blue gum is the USA's most common variety of this tree	eucalyptus	2011-09-21	
2	1600	0	TREES		As seen in the picture, these majestic trees of the South are commonly covered with Spanish moss	oak	2011-09-21	
2	2000	0	TREES		Acer rubrum is the scientific name for this colorful state tree of Rhode Island	the red maple	2011-09-21	
2	400	0	FROM THE FREN"CH\"		This word for an inclined trough is paired with "Ladders" in the name of a board game	chute	2011-09-21	
2	800	0	FROM THE FREN"CH\"		Smokestack is a synonym for this, from which smoke escapes	chimney	2011-09-21	
2	1200	0	FROM THE FREN"CH\"		This radicchio relative can be dried, roasted & used as a substitute for coffee	chicory	2011-09-21	
2	1600	0	FROM THE FREN"CH\"		The name of this upscale casino game is French for "railroad", from the speed of the game	chemin-de-fer	2011-09-21	
2	2000	2000	FROM THE FREN"CH\"		In heraldry it's a design shaped like an upside-down V	a chevron	2011-09-21	
2	400	0	WHAT DO YOU COLLECT?		A lepidopterist	butterflies	2011-09-21	
2	800	0	WHAT DO YOU COLLECT?		An aerophilatelist	airmail stamps	2011-09-21	
2	1200	0	WHAT DO YOU COLLECT?		A sucrologist	sugar packets (sugar cubes accepted)	2011-09-21	
2	1600	0	WHAT DO YOU COLLECT?		A helixophile—these wine-drinking accessories	corkscrews	2011-09-21	
2	2000	0	WHAT DO YOU COLLECT?		A phillumenist—these smoking aids	matchbooks	2011-09-21	
2	400	0	MONEY BEST PLACES TO LIVE	(Alex: And, from Money magazine's list...)	Tops on the list is Louisville in Boulder County in this state, not Kentucky—low crime, good jobs & Rockies skiing	Colorado	2011-09-21	
2	800	0	MONEY BEST PLACES TO LIVE	(Alex: And, from Money magazine's list...)	Cozy Sharon in this northeast state's Norfolk County is teeming with history: a church there has a Paul Revere bell	Massachusetts	2011-09-21	
2	1200	0	MONEY BEST PLACES TO LIVE	(Alex: And, from Money magazine's list...)	Mukilteo in this state is in good economic shape & has location, location, location—right on Puget Sound	Washington	2011-09-21	
2	1600	0	MONEY BEST PLACES TO LIVE	(Alex: And, from Money magazine's list...)	The Cuyahoga County city of Solon in this state boasts its own orchestra, a large tax base & great schools	Ohio	2011-09-21	
2	2000	0	MONEY BEST PLACES TO LIVE	(Alex: And, from Money magazine's list...)	Victorian homes line the New Hampshire hamlet of Hanover that benefits from its proximity to this Ivy League school	Dartmouth	2011-09-21	
3	0	0	OSCAR WINNERS		The most recent father & daughter to win acting Oscars: he won for playing a veteran, she for playing a mental patient	Jon Voight & Angelina Jolie	2011-09-21	
1	200	0	THE WORLD TRADE CENTER & GROUND ZERO		In May of 2011, President Obama laid a wreath at Ground Zero, days after announcing that this al-Qaeda leader was killed	Osama bin Laden	2011-09-22	
1	400	0	THE WORLD TRADE CENTER & GROUND ZERO		The tallest of the new buildings, first dubbed the Freedom Tower, will soar this many feet to signify a big year in American history	1,776	2011-09-22	
1	600	0	THE WORLD TRADE CENTER & GROUND ZERO		The design for the new Port Authority Transportation Hub was inspired by the gesture of a child releasing this bird into the air	a dove	2011-09-22	
1	800	0	THE WORLD TRADE CENTER & GROUND ZERO		The new complex on the site will be six office towers, three of them designed by winners of this 32-year-old architecture prize	the Pritzker Prize	2011-09-22	
1	1000	0	THE WORLD TRADE CENTER & GROUND ZERO		Memorial pools at Ground Zero not only commemorate those killed on 9/11, but also in the garage bombing in February of this year	1993	2011-09-22	
1	200	0	HOW I SPENT MY SUMMER VACATION		As commissioner of the NFL, I spent my summer dealing with a player lockout & negotiating a new contract	(Roger) Goodell	2011-09-22	
1	400	0	HOW I SPENT MY SUMMER VACATION		I watched my father get pied as we both testified on phone hacking before Parliament	James Murdoch	2011-09-22	
1	600	0	HOW I SPENT MY SUMMER VACATION		We the people of this African nation spent the summer becoming the newest country in the world & joining the U.N.	South Sudan	2011-09-22	
1	800	0	HOW I SPENT MY SUMMER VACATION		My Virginia constituents know that as House majority leader, I spent July hammering out a debt ceiling deal	Eric Cantor	2011-09-22	
