round	value	daily_double	category	comments	answer	question	air_date	notes
1	200	no	THE 1996 OLYMPICS	-	Karch Kiraly became the only player to win a 3rd gold medal in this sport, indoors or out	volleyball	1996-09-02	-
1	300	no	THE 1996 OLYMPICS	-	On July 19, 1996 Janet Evans lit his fire	Muhammad Ali	1996-09-02	-
1	400	no	THE 1996 OLYMPICS	-	Nickname of Turkey's gold medal-winning weightlifter Naim Suleymanoglu	The Pocket Hercules	1996-09-02	-
1	500	no	THE 1996 OLYMPICS	-	As it turned out, the U.S. didn't need the points from her 2nd vault, which worsened her ankle injury	Kerri Strug	1996-09-02	-
1	100	no	WORLD HISTORY	-	When Abel Tasman discovered this island in 1642, he called it Van Diemen's Land	Tasmania	1996-09-02	-
1	200	no	WORLD HISTORY	-	The Chinese plan called the Great Leap Forward was initiated by this leader in 1958	Mao Tse-tung	1996-09-02	-
1	300	no	WORLD HISTORY	-	In 1986 this dictator fled Haiti, ending 28 years of rule by his family	Baby Doc Duvalier	1996-09-02	-
1	400	no	WORLD HISTORY	-	In 405 B.C. Spartan commander Lysander won the final victory over the Athenians in this war	the Peloponnesian War	1996-09-02	-
1	500	no	WORLD HISTORY	-	In 1358 Lubeck, on the Baltic coast, became the headquarters of this league	the Hanseatic League	1996-09-02	-
2	200	no	7 MODERN WONDERS	-	The U.S. will stop operating this 50-mile-long passageway in the year 2000	the Panama Canal	1996-09-02	-
2	400	no	7 MODERN WONDERS	-	The 1989 Loma Prieta earthquake did little damage to this, the world's tallest suspension bridge	the Golden Gate Bridge	1996-09-02	-
2	600	no	7 MODERN WONDERS	-	Built in 410 days, it was the tallest building in the world for 4 decades of the 20th century	the Empire State Building	1996-09-02	-
2	800	no	7 MODERN WONDERS	-	The Itaipu, one of these 5 miles wide on the Brazil-Paraguay border, inspired a Philip Glass symphony	a dam	1996-09-02	-
2	500	yes	7 MODERN WONDERS	-	It runs between the towns of Folkestone & Coquelles	the Chunnel (or Channel Tunnel)	1996-09-02	-
2	200	no	FAMOUS AMERICANS	-	Before starting the Pennsylvania Gazette in 1729, he worked for nearly a year in a London printing office	(Benjamin) Franklin	1996-09-02	-
2	400	no	FAMOUS AMERICANS	-	At age 19 this "Leaves of Grass" author became editor of The Long Islander, a weekly newspaper	Whitman	1996-09-02	-
2	600	no	FAMOUS AMERICANS	-	In 1805 this explorer was sent to take a "peak" at the upper Mississippi	(Zebulon) Pike	1996-09-02	-
2	800	no	FAMOUS AMERICANS	-	When he left office in 1987, this Democrat had served an unprecedented 4 terms as Alabama governor	George Wallace	1996-09-02	-
2	1000	no	FAMOUS AMERICANS	-	In 1780 this "Swamp Fox" was appointed Brigadier General of the South Carolina militia	Francis Marion	1996-09-02	-
2	200	no	ACTORS & ACTRESSES	-	In 1995 she reprised her role of Victor/Victoria for the Broadway stage	(Julie) Andrews	1996-09-02	-
2	400	no	ACTORS & ACTRESSES	-	She's played 2 Stephen King characters on film: Annie Wilkes in "Misery" & "Dolores Claiborne\"	(Kathy) Bates	1996-09-02	-
2	600	no	ACTORS & ACTRESSES	-	In a 1995 film this Irish actor portrayed Scottish outlaw Rob Roy	Liam Neeson	1996-09-02	-
2	800	no	ACTORS & ACTRESSES	-	He directed live-in love Susan Sarandon in the movie "Dead Man Walking\"	Tim Robbins	1996-09-02	-
2	1000	no	ACTORS & ACTRESSES	-	Deborah Zerby is the real name of this actress who starred in "True Grit\"	Kim Darby	1996-09-02	-
2	200	no	BODIES OF WATER	-	This South American river has more than a thousand known tributaries	the Amazon	1996-09-02	-
2	400	no	BODIES OF WATER	-	Lake Manapouri on South Island is one of this country's deepest lakes	New Zealand	1996-09-02	-
2	600	no	BODIES OF WATER	-	Bordered by Ukraine & Russia, the Sea of Azov is a northern arm of this sea	the Black Sea	1996-09-02	-
2	800	no	BODIES OF WATER	-	Hellespont is the ancient name for this strait that connects the Sea of Marmara with the Aegean Sea	the Dardanelles	1996-09-02	-
2	1000	no	BODIES OF WATER	-	This "Great" lake is the largest lake entirely within Canada	the Great Bear Lake	1996-09-02	-
2	200	no	CLASSICAL MUSIC	-	In 1726 this "Messiah" composer became an English citizen	Handel	1996-09-02	-
2	400	no	CLASSICAL MUSIC	-	Although known as "The Waltz King", he also wrote numerous marches & polkas	(Johann) Strauss	1996-09-02	-
2	600	no	CLASSICAL MUSIC	-	His 1742 "Aria with Thirty Variations" is usually called the "Goldberg Variations\"	Bach	1996-09-02	-
2	800	no	CLASSICAL MUSIC	-	Shortly after this "Gretchen am Spinnrade" composer met Beethoven, he was a torchbearer at his funeral	Schubert	1996-09-02	-
2	1000	no	CLASSICAL MUSIC	-	This "Grand Canyon Suite" composer was once and arranger & pianist for Paul Whiteman	Ferde Grofé	1996-09-02	-
2	200	no	WORD HISTORY	-	The titles Kaiser & Czar were both derived from this earlier title	Caesar	1996-09-02	-
2	400	no	WORD HISTORY	-	Pants, as an item of apparel, is short for this word, from an Italian comic character	Pantalone	1996-09-02	-
2	600	no	WORD HISTORY	-	Dating from the 16th century, goodbye is a contraction of these 4 words	god be with you	1996-09-02	-
2	3000	yes	WORD HISTORY	-	Copper was named for this island where it was abundant	Cyprus	1996-09-02	-
2	1000	no	WORD HISTORY	-	Coined by a 9-year-old circa 1940, it's a 1 followed by 100 zeros	a googol	1996-09-02	-
3	0	no	PLAYS	-	The preface to this 1913 play was entitled "A Professor of Phonetics\"	Pygmalion	1996-09-02	-
1	100	no	1984	-	This North American seaway reopened Dec. 9 after a broken bridge blocked passage for a record 18 days	the St. Lawrence Seaway	1996-09-04	-
1	200	no	1984	-	The U.S. & this country agreed on the repatriation of some Mariel boatlift "excludables\"	Cuba	1996-09-04	-
1	300	no	1984	-	His daughter, Svetlana Alliluyeva, returned to the USSR after 17 years in the West	(Joseph) Stalin	1996-09-04	-
1	400	no	1984	-	This Democrat was elected to a fifth & final term as Speaker of the House	Tip O'Neill	1996-09-04	-
1	500	no	1984	-	A major study of radial keratotomy, surgery to correct this condition, found it effective	nearsightedness	1996-09-04	-
1	100	no	COLLEGES & UNIVERSITIES	-	The George Washington Carver Museum is on this Alabama school's campus	the Tuskegee Institute	1996-09-04	-
1	200	no	COLLEGES & UNIVERSITIES	-	Louisiana State University & Louisiana A&M were founded in this capital in 1860	Baton Rouge	1996-09-04	-
1	300	no	COLLEGES & UNIVERSITIES	-	The Hawaii branch of this university was founded in 1955; the one in Provo, Utah dates back to 1875	Brigham Young	1996-09-04	-
1	400	no	COLLEGES & UNIVERSITIES	-	This Ivy League university has been turning out its "Crimson" newspaper since 1873	Harvard	1996-09-04	-
1	500	no	COLLEGES & UNIVERSITIES	-	The Ringling School of Art & Design has a 20-acre campus in this Florida city	Sarasota	1996-09-04	-
1	100	no	POP MUSIC	-	His 1973 hit "Love Me Like a Rock" featured the Dixie Hummingbirds on vocal backup	Paul Simon	1996-09-04	-
1	200	no	POP MUSIC	-	In 1980 Pink Floyd scored its only No.1 single with "Another" one of these	a "Brick In The Wall\"	1996-09-04	-
1	300	no	POP MUSIC	-	Anthony Kedis is the lead singer of this "Hot" rock group	the Red Hot Chili Peppers	1996-09-04	-
1	400	no	POP MUSIC	-	In 1978 this Fleetwood Mac LP won a Grammy for Album of the Year	Rumours	1996-09-04	-
1	500	no	POP MUSIC	-	In 1990 this Righteous Brothers hit recharted & went platinum after its exposure in the movie "Ghost\"	\"Unchained Melody\"	1996-09-04	-
1	100	no	AUTHORS' RHYME TIME	-	Edgar Allan's sorrows	Poe's woes	1996-09-04	-
1	200	no	AUTHORS' RHYME TIME	-	Vidal's battles	Gore's wars	1996-09-04	-
1	300	no	AUTHORS' RHYME TIME	-	Mark's aches	Twain's pains	1996-09-04	-
1	400	no	AUTHORS' RHYME TIME	-	Walker's castles	Alice's palaces	1996-09-04	-
1	500	no	AUTHORS' RHYME TIME	-	Percy's fruit spread	Shelley's jellies	1996-09-04	-
1	100	no	THE NEW TESTAMENT	-	The New Testament says "Jesus wept" prior to raising him from the dead	Lazarus	1996-09-04	-
1	200	no	THE NEW TESTAMENT	-	Jesus referred to him as the Prince of this world & the Father of Lies	Satan	1996-09-04	-
1	300	no	THE NEW TESTAMENT	-	After Joseph, Mary & Jesus returned from Egypt, they settled in this town in Galilee	Nazareth	1996-09-04	-
1	400	no	THE NEW TESTAMENT	-	1 of 2 brothers Jesus named the "Sons of Thunder\"	John (or James)	1996-09-04	-
1	500	no	THE NEW TESTAMENT	-	He "went unto the chief priests and said unto them, what will ye give me, and I will deliver him unto you?\"	Judas	1996-09-04	-
1	100	no	VIRGIN TERRITORY	-	In 1985 she embarked on her "Virgin" concert tour	Madonna	1996-09-04	-
1	200	no	VIRGIN TERRITORY	-	The FTC enforces the use of the term "virgin" on labels for this fiber	wool	1996-09-04	-
1	300	no	VIRGIN TERRITORY	-	This state was named for Elizabeth I around 1584	Virginia	1996-09-04	-
1	400	no	VIRGIN TERRITORY	-	During the 16th & 17th centuries, a small type of this instrument was called a virginal	a harpsichord	1996-09-04	-
1	800	yes	VIRGIN TERRITORY	-	The capital of the U.S. Virgin Islands is named for a queen of this country	Denmark	1996-09-04	-
2	200	no	1984	-	While sobering up, protagonist Winston Smith realizes he's written a slogan against this leader	Big Brother	1996-09-04	-
2	400	no	1984	-	\"1984" was first published in England 7 months before this man, its author, died of tuberculosis	George Orwell	1996-09-04	-
2	600	no	1984	-	In room 101 Smith faces these creature, "The worst thing in the world\"	rats	1996-09-04	-
2	800	no	1984	-	Winston enjoys his work in this ministry changing records	the Ministry of Truth	1996-09-04	-
2	1000	no	1984	-	At his job Smith uses this official language to simplify events for the masses	Newspeak	1996-09-04	-
2	200	no	19th CENTURY AMERICA	-	Their famous duel took place on July 11, 1804	Burr & Hamilton	1996-09-04	-
2	400	no	19th CENTURY AMERICA	-	On July 24, 1866 it "voluntarily" became the first Confederate state to rejoin the Union	Tennessee	1996-09-04	-
2	600	no	19th CENTURY AMERICA	-	Governor De Witt Clinton broke ground for the building of this waterway July 4, 1817	the Erie Canal	1996-09-04	-
2	800	no	19th CENTURY AMERICA	-	In November 1881 Charles Guiteau went on trial for the assassination of this man	Garfield	1996-09-04	-
2	1000	no	19th CENTURY AMERICA	-	the Non-Intercourse Act of 1809 replaced this Act banning international trade by U.S. ships	the Embargo Act	1996-09-04	-
2	200	no	WORLD CITIES	-	Germany's transportation hub, its name means "ford of the Franks\"	Frankfort	1996-09-04	-
2	400	no	WORLD CITIES	-	In this holy Saudi Arabian city, you'll find a sacred well said to have been used by Hagar, Ishmael's mother	Mecca	1996-09-04	-
2	600	no	WORLD CITIES	-	In 1860 this chief resort on the Riviera was returned to France from Sardinia	Nice	1996-09-04	-
2	800	no	WORLD CITIES	-	Roxas Boulevard in this capital was once called Dewey Boulevard	Manila	1996-09-04	-
2	1000	no	WORLD CITIES	-	This Scottish city gave its name to fabric & clothing with colorful, swirled patterns	Paisley	1996-09-04	-
2	200	no	THE MOVIES	-	This heartthrob played the troubled & tempestuous Tristan in "Legend of the Fall\"	Brad Pitt	1996-09-04	-
2	400	no	THE MOVIES	-	He directed "Broadway Danny Rose" in 1984 & "Bullets Over Broadway" in 1994	Woody Allen	1996-09-04	-
2	800	no	THE MOVIES	-	Time Magazine called this Morgan Freeman prison movie one of the best films of 1994	The Shawshank Redemption	1996-09-04	-
2	1000	no	THE MOVIES	-	\"Ready to Wear" ("Pret-a-Porter") is this director's 1994 film about high jinks & high fashion	(Robert) Altman	1996-09-04	-
2	200	no	THE BODY HUMAN	-	The buildup of this is the major cause of gum disease	plaque	1996-09-04	-
2	400	no	THE BODY HUMAN	-	This pigment can absorb only so much ultraviolet light before your skin starts to burn	melanin	1996-09-04	-
2	600	no	THE BODY HUMAN	-	For the average adult human, the capacity of these is about 3.5 liters	the lungs	1996-09-04	-
2	3000	yes	THE BODY HUMAN	-	At this joint the capitulum's rounded head articulates with the head of the radius	the elbow	1996-09-04	-
2	1000	no	THE BODY HUMAN	-	In a vein it's 2 or more cusps arranged to allow blood to flow in only one direction	a valve	1996-09-04	-
2	200	no	THE FAMILY JULES	-	Architect Jules Hardouin-Mansart designed the Church of the Dome in the Invalides in this city	Paris	1996-09-04	-
2	400	no	THE FAMILY JULES	-	Pope Urban VIII raised Jules Mazarin to this high church office in 1641	a Cardinal	1996-09-04	-
2	600	no	THE FAMILY JULES	-	His novels have inspired many movies, beginning with Georges Melies' "A Trip to the Moon\"	Jules Verne	1996-09-04	-
2	800	no	THE FAMILY JULES	-	Jules Favre defended Felice Orsini, who tried to assassinate this emperor also known as Louis Napoleon	Napoleon III	1996-09-04	-
2	1000	no	THE FAMILY JULES	-	Jules Massenet's most famous opera is "Manon", based on this Abbe Prevost novel	Manon Lescaut	1996-09-04	-
3	0	no	BUSINESS & INDUSTRY	-	A 60-foot steel likeness of a transistor stands at its Holmdel, N.J. office	Bell Labs	1996-09-04	-
1	100	no	ROBIN HOOD	-	It's the royal forest in Nottinghamshire in which Robin lived & poached	Sherwood Forest	1996-09-05	-
1	200	no	ROBIN HOOD	-	Originally a character in May Day games & Morris dances, she became Robin's girlfriend	Maid Marian	1996-09-05	-
1	300	no	ROBIN HOOD	-	Some sources say this big fellow's name was once reversed	Little John	1996-09-05	-
1	400	no	ROBIN HOOD	-	Robin's chaplain	Friar Tuck	1996-09-05	-
1	500	no	ROBIN HOOD	-	It's the only Sir Walter Scott novel in which Robin appears	Ivanhoe	1996-09-05	-
1	100	no	FIRST AID	-	In a simple fracture, the wound is closed; in this type of fracture, bone may protrude	a compound fracture	1996-09-05	-
1	200	no	FIRST AID	-	A slit-like wound is called this, like the sharp cut a doctor makes with a scalpel	an incision	1996-09-05	-
1	300	no	FIRST AID	-	Mild sunburn is classified as this-degree burn, when the skin reddens but doesn't blister	a first-degree burn	1996-09-05	-
1	400	no	FIRST AID	-	Symptoms of this, defined as depression of bodily functions, may not appear until hours after an injury	shock	1996-09-05	-
1	500	no	FIRST AID	-	If your kit includes it, use one of these to suck venom out of a snakebite wound instead of your mouth	a suction cup	1996-09-05	-
1	100	no	CINEMATIC SIBLINGS	-	Janet Leigh was "showered" with more attention than Vera Miles, who played her sister in this suspense classic	Psycho	1996-09-05	-
1	200	no	CINEMATIC SIBLINGS	-	Emma Thompson & Kate Winslet earned Oscar nominations for playing the Dashwood sisters in this 1995 film	Sense and Sensibility	1996-09-05	-
1	300	no	CINEMATIC SIBLINGS	-	Winona Ryder, Claire Danes, Samantha Mathis & Trini Alvarado played 19th C. sisters in this "novel" film	Little Women	1996-09-05	-
1	400	no	CINEMATIC SIBLINGS	-	In "Two Much" Daryl Hannah & this actress played sisters two-timed by Antonio Banderas	Melanie Griffith	1996-09-05	-
1	500	no	CINEMATIC SIBLINGS	-	Richard Davalos' screen debut in this 1955 film was overshadowed by James Dean, who played his brother	East of Eden	1996-09-05	-
1	100	no	NATURE	-	About 25 of the more than 250 species of these are dangerous to man, with the great white topping the list	sharks	1996-09-05	-
1	200	no	NATURE	-	A 25-pound heart helps pump  the blood to its head, 15 feet off the ground	a giraffe	1996-09-05	-
1	300	no	NATURE	-	Tiger Cats & Numbats are classified as these animals, from the Latin for "pouch\"	marsupials	1996-09-05	-
1	400	no	NATURE	-	This seasonal activity of the blue-winged teal takes it from southern Canada to northern South America	migration	1996-09-05	-
1	1000	yes	NATURE	-	These chemicals secreted by some animals may signal alarm or attract a member of the opposite sex	pheromones	1996-09-05	-
1	100	no	BASKETBALL	-	Chet the Jet was Chet Walker, Bill the Hill was Bill McGill & Wilt the Stilt was this man	Wilt Chamberlain	1996-09-05	-
1	200	no	BASKETBALL	-	NBA players competed in the Olympics for the 1st time in this city in 1992 & won the gold	Barcelona	1996-09-05	-
1	300	no	BASKETBALL	-	Number 14 on the 1945-46 NBL champion Rochester Royals, he went on to play "The Rifleman\"	Chuck Connors	1996-09-05	-
1	400	no	BASKETBALL	-	This comical team's 1st trip wasn't around the world but to a town 50 miles from Chicago January 7, 1927	the Harlem Globetrotters	1996-09-05	-
1	500	no	BASKETBALL	-	In the 1st NBA Draft Lottery in 1985, this team got the first pick & took Georgetown's Patrick Ewing	the New York Knicks	1996-09-05	-
1	100	no	\"IN" PLACES	-	In February 1994 an earthquake struck the island of Sumatra in this nation, killing 215 people	Indonesia	1996-09-05	-
1	200	no	\"IN" PLACES	-	Civilization in the valley of this Pakistani river dates back about 4500 years	the Indus River	1996-09-05	-
1	300	no	\"IN" PLACES	-	Technically, it comprises the Bahamas, the Greater Antilles & the Lesser Antilles	the West Indies	1996-09-05	-
1	400	no	\"IN" PLACES	-	This capital of Tyrol has hosted 2 Winter Olympic games	Innsbruck	1996-09-05	-
1	500	no	\"IN" PLACES	-	This Missouri city is headquarters to the Reorganized Church of Jesus Christ of Latter Day Saints	Independence	1996-09-05	-
2	200	no	PIANISTS	-	This late entertainer's Las Vegas museum displays 18 of his pianos, including one played by Chopin	Liberace	1996-09-05	-
2	400	no	PIANISTS	-	Winner of the 1958 Tchaikovsky Piano Competition, he launched a 60th birthday comeback tour in 1994	Van Cliburn	1996-09-05	-
2	600	no	PIANISTS	-	A contestant on Celebrity Jeopardy!, he's famous for his romantic ballads & Gershwin interpretations	Michael Feinstein	1996-09-05	-
2	200	no	U.S. GEOGRAPHY	-	The Missouri & Ohio are the chief tributaries of this river	the Mississippi	1996-09-05	-
2	400	no	U.S. GEOGRAPHY	-	It's "The Natural State" as well as "The Land of Opportunity\"	Arkansas	1996-09-05	-
2	1000	yes	U.S. GEOGRAPHY	-	Four Corners in the Western U.S. is where these 4 states meet at a single point	Arizona, New Mexico, Colorado, & Utah	1996-09-05	-
2	800	no	U.S. GEOGRAPHY	-	Covering 625 square miles, it's Louisiana's largest lake	Lake Pontchartrain	1996-09-05	-
2	1000	no	U.S. GEOGRAPHY	-	It's the southernmost of the New England states	Connecticut	1996-09-05	-
2	200	no	EUROPEAN HISTORY	-	Around 1620 Cornelis Drebbel demonstrated the 1st workable submarine on this British river	the Thames	1996-09-05	-
2	400	no	EUROPEAN HISTORY	-	The Spanish Inquisition was established in 1478 at the request of this royal pair	Ferdinand and Isabella	1996-09-05	-
2	600	no	EUROPEAN HISTORY	-	After a stormy campaign, this former U.N. Secretary-General was elected president of Austria in 1986	(Kurt) Waldheim	1996-09-05	-
2	800	yes	EUROPEAN HISTORY	-	This council that opened in 1545 was called in part to counteract Protestant teachings	the Council of Trent	1996-09-05	-
2	1000	no	EUROPEAN HISTORY	-	Named for a monastery, this group led by Robespierre instigated France's reign of terror in 1793	the Jacobins	1996-09-05	-
2	200	no	FOOD	-	It's the descriptive name for a cake in which fruit baked on the bottom comes out on top	an upside-down cake	1996-09-05	-
2	400	no	FOOD	-	Almonds are generally divided into 2 types: sweet & this	bitter	1996-09-05	-
2	600	no	FOOD	-	The Chinese equivalent of ravioli, they give their name to a soup	wontons	1996-09-05	-
2	800	no	FOOD	-	These beans are ground, spiced & deep-fried, & served in a falafel	chickpeas (or garbanzos)	1996-09-05	-
2	1000	no	FOOD	-	Originally from Naples, it's an Italian turnover made of pizza dough & stuffed with savory fillings	a calzone	1996-09-05	-
2	200	no	PEN NAMES	-	This Oz creator wrote a series of "Twinkle Tales" under the pseudonym Laura Bancroft	(Frank) Baum	1996-09-05	-
2	400	no	PEN NAMES	-	He wrote under his real name Ford Madox Hueffer, before legally changing his name to this in 1919	Ford Madox Ford	1996-09-05	-
2	600	no	PEN NAMES	-	This "Vanity Fair" novelist sometimes called himself Mr. Michael Angelo Titmarsh or The Fat Contributor	Thackeray	1996-09-05	-
2	800	no	PEN NAMES	-	Less famous than her sisters, this Englishwoman wrote under the name Acton Bell	Anne Brontë	1996-09-05	-
2	1000	no	PEN NAMES	-	Rose Blight is a pseudonym of this feminist who wrote "The Female Eunuch\"	Germaine Greer	1996-09-05	-
2	200	no	POTPOURRI	-	Meaning loathsome, this adjective is used to describe a particular Himalayan "snowman\"	abominable	1996-09-05	-
2	400	no	POTPOURRI	-	Sculpted by Phidias, this ancient wonder rose 40 feet with skin made of ivory	the statue of Zeus at Olympia	1996-09-05	-
2	600	no	POTPOURRI	-	MRI, which stands for this, cannot be used on patients with pacemakers or artificial metal joints	magnetic resonance imaging	1996-09-05	-
2	800	no	POTPOURRI	-	Commonly used title of clergyman Mason Weems, known for his 1800 biography of George Washington	Parson	1996-09-05	-
2	1000	no	POTPOURRI	-	This country's pavilion at the 1939 New York World's Fair was designed by Lucio Costa & Oscar Niemeyer	Brazil	1996-09-05	-
3	0	no	TELEVISION HISTORY	-	On 1/19/96 in real life & fictionally on CBS, Marlee Matlin gave birth, duplicating this woman's 1/19/53 feat	Lucille Ball	1996-09-05	-
1	100	no	ULTRA SCIENCE	-	Germicidal lamps emit these rays	ultraviolet	1996-09-06	-
1	200	no	ULTRA SCIENCE	-	A 1993 study suggests this type of screening may be unnecessary for low-risk pregnant women	ultrasound	1996-09-06	-
1	300	no	ULTRA SCIENCE	-	The Ultra High Frequency band on your TV starts at this channel	14	1996-09-06	-
1	400	no	ULTRA SCIENCE	-	It's a one-person plane powered by a small engine	an ultralight	1996-09-06	-
1	500	no	ULTRA SCIENCE	-	This blue pigment was once made from crushed lapis lazuli	ultramarine	1996-09-06	-
1	100	no	PEOPLE	-	Legend says Norma Talmadge began a tradition by accidentally stepping in this at Grauman's Chinese Theater in 1927	cement	1996-09-06	-
1	200	no	PEOPLE	-	Judy Bayly's dog Lyric saved her by doing this when her oxygen mask slipped off & an alarm sounded	dial 911	1996-09-06	-
1	300	no	PEOPLE	-	After spending an estimated $30 million, he backed out of the presidential race in March 1996	Steve Forbes	1996-09-06	-
1	400	no	PEOPLE	-	Her kids are Cody Newton & Cassidy Erin	Kathie Lee Gifford	1996-09-06	-
1	500	no	PEOPLE	-	On March 26, 1996 this Interior Secretary deliberately opened the flood gates of the Glen Canyon Dam	(Bruce) Babbitt	1996-09-06	-
1	100	no	BUSINESS & INDUSTRY	-	Eastman Chemical Company was spun off from this photo giant in 1993	Kodak	1996-09-06	-
1	200	no	BUSINESS & INDUSTRY	-	This fruit accounts for about 60% of Chiquita Brands International's income	the banana	1996-09-06	-
1	300	no	BUSINESS & INDUSTRY	-	This company has been the world's top commercial aircraft maker for more than 30 years	Boeing	1996-09-06	-
1	400	no	BUSINESS & INDUSTRY	-	This second-largest U.S. long distance company acquired Western Union International in 1982	MCI	1996-09-06	-
1	500	no	BUSINESS & INDUSTRY	-	This chain holds 29% of the seafood restaurant market	Red Lobster	1996-09-06	-
1	100	no	QUOTATIONS	-	A toast to this state calls it "where the corn is full of kernels and the colonels full of corn\"	Kentucky	1996-09-06	-
1	200	no	QUOTATIONS	-	His comments on politics included "All politics is apple sauce\"	Will Rogers	1996-09-06	-
1	300	no	QUOTATIONS	-	According to Joe Hill, 'Work and pray, live on hay, you'll get" this "in the sky when you die\"	pie	1996-09-06	-
1	400	no	QUOTATIONS	-	In "O Pioneers!", she wrote, "The history of every country begins in the heart of a man or a woman\"	Willa Cather	1996-09-06	-
1	500	no	QUOTATIONS	-	Elbert Hubbard defined this as "a monotonous interval between fights\"	peace	1996-09-06	-
1	100	no	HAIL TO THE CHIEF	-	In 1944 Helen Keller campaigned for this president's fourth term	Franklin Roosevelt	1996-09-06	-
1	200	no	HAIL TO THE CHIEF	-	George Bush served as director of this spy organization in 1976 & 1977	the CIA	1996-09-06	-
1	300	no	HAIL TO THE CHIEF	-	The bodies of 8 presidents have lain in state in this room, the largest in the White House	the East Room	1996-09-06	-
1	400	no	HAIL TO THE CHIEF	-	Thomas J. Pendergast, boss of Kansas City, launched the political career of this future president in 1922	Truman	1996-09-06	-
1	1000	yes	HAIL TO THE CHIEF	-	This 30th U.S. president is buried in the family plot in Plymouth, Vermont	Coolidge	1996-09-06	-
1	100	no	SWEETS	-	This type of taffy was made famous in Atlantic City in the late 19th century	saltwater	1996-09-06	-
1	200	no	SWEETS	-	These baked puddings go back to Civil War days & "apple brown" is the most popular kind	betty	1996-09-06	-
1	300	no	SWEETS	-	This fruit, whose name comes from Greek daktylos, "finger", may be 55% sugar before drying	a date	1996-09-06	-
1	400	no	SWEETS	-	Attar of these flowers is the traditional flavoring of Turkish delight	roses	1996-09-06	-
1	500	no	SWEETS	-	This gelatinlike substance is used to make jams, jellies & preserves jell	pectin	1996-09-06	-
2	200	no	THE NATIONAL WOMEN'S HALL OF FAME	-	Belva Ann Lockwood, the 1st woman lawyer to practice before this court, had drafted the law to allow it	the Supreme Court	1996-09-06	-
2	400	no	THE NATIONAL WOMEN'S HALL OF FAME	-	Smiths in the Hall include Bessie, Margaret Chase & this 2nd first lady, whose maiden name was Smith	Abigail Adams	1996-09-06	-
2	600	no	THE NATIONAL WOMEN'S HALL OF FAME	-	Now president of the American Red Cross, the 1st woman Secretary of Transportation was inducted in 1995	Elizabeth Dole	1996-09-06	-
2	800	no	THE NATIONAL WOMEN'S HALL OF FAME	-	Membership tripled after Wilma Mankiller became the 1st woman chief of this Native American nation	the Cherokee	1996-09-06	-
