round	value	daily_double	category	comments	answer	question	air_date	notes
1	200	no	AMERICAN HISTORY	-	Elizabeth Gurley Flynn, a founder of the ACLU, was expelled in 1940 for being a member of this party	Communist Party	1995-09-04	-
1	300	no	AMERICAN HISTORY	-	Over half the value of U.S. exports from 1815-1860 came from this crop	cotton	1995-09-04	-
1	500	yes	AMERICAN HISTORY	-	The Bay of Pigs invasion plans were first drawn up under this president	Eisenhower	1995-09-04	-
1	500	no	AMERICAN HISTORY	-	In 1930 Charles Evans Hughes left the World Court to take this position in the U.S.	Chief Justice of the U.S. Supreme Court	1995-09-04	-
1	100	no	PLUMBING	-	When joining copper water pipes, use solder free of this heavy metal once commonly used in plumbing	lead	1995-09-04	-
1	200	no	PLUMBING	-	Of 20, 200 or 2000 gallons, the amount of water used by the average American household each day	200	1995-09-04	-
1	300	no	PLUMBING	-	This common home device has a relief valve to prevent an explosion in case of thermostat failure	hot water heater	1995-09-04	-
1	400	no	PLUMBING	-	In the ion-exchange type of this device, hard water is filtered through a material called zeolite	water softener	1995-09-04	-
1	500	no	PLUMBING	-	Found beneath a sink, this U- or P-shaped pipe maintains a water seal to keep sewer gas out of your house	trap	1995-09-04	-
1	100	no	THE OLYMPICS	(Alex: And appropriately enough...)	Russian city where Nadia Comaneci  competed in her second Olympics	Moscow	1995-09-04	-
1	200	no	THE OLYMPICS	(Alex: And appropriately enough...)	Nicknamed "Sir Charles", he was part of the gold-medal-winning 1992 U.S. "Dream Team\"	Charles Barkley	1995-09-04	-
1	300	no	THE OLYMPICS	(Alex: And appropriately enough...)	In this sport's individual event all 64 competitors shoot at targets 70 meters away at the same time	archery	1995-09-04	-
1	400	no	THE OLYMPICS	(Alex: And appropriately enough...)	At the 1984 L.A. games, she won a silver in the heptathlon & her brother Al, a gold in the triple jump	Jackie Joyner-Kersee	1995-09-04	-
1	500	no	THE OLYMPICS	(Alex: And appropriately enough...)	The 3 throwing events in the decathlon	discus, javelin & shot put	1995-09-04	-
2	200	no	THE 1980s	-	Reinhold Messner became the first person in history to climb the 14 highest of these	the world's mountains	1995-09-04	-
2	400	no	THE 1980s	-	He spoke out for the rights of Indians & Eskimos when he became the first reigning pope to visit Canada	Pope John Paul II	1995-09-04	-
2	600	no	THE 1980s	-	Brian Boitano won the gold in men's figure skating at the 1988 Winter Olympics in this North American city	Calgary	1995-09-04	-
2	800	no	THE 1980s	-	This musical about an artist became the 1st play with a day of the week in its title to win a Pulitzer Prize	Sunday in the Park with George	1995-09-04	-
2	1000	no	THE 1980s	-	Elizabeth II officially opened World Expo 88 while touring this country during its bicentennial	Australia	1995-09-04	-
2	200	no	NICKNAMES	-	The nickname "The Wizard of Menlo Park" was invented for him	Thomas Edison	1995-09-04	-
2	400	no	NICKNAMES	-	Otto von Bismarck was the Iron Chancellor & he was the Iron Duke	Wellington	1995-09-04	-
2	600	no	NICKNAMES	-	James Stuart was "The Old" one, Charles Edward Stuart "The Young" one	Pretender	1995-09-04	-
2	800	no	NICKNAMES	-	In the singular it referred to Mary Pickford, in the plural to Nelson Eddy & Jeanette MacDonald	\"America's Sweethearts\"	1995-09-04	-
2	1000	no	NICKNAMES	-	Singer Jenny Lind was the Swedish Nightingale & this French chanteuse was the Little Sparrow	Édith Piaf	1995-09-04	-
2	200	no	HEALTH & MEDICINE	-	About 1 in 20 Americans has this illness characterized by breathlessness & wheezing	asthma	1995-09-04	-
2	400	no	HEALTH & MEDICINE	-	During childhood the yellow form of this replaces the more active red type inside some of your bones	bone marrow	1995-09-04	-
2	600	no	HEALTH & MEDICINE	-	The tearing of these muscles at the back of the thigh is common in sports like sprinting	hamstrings	1995-09-04	-
2	800	no	HEALTH & MEDICINE	-	Astigmatism occurs when the front surface of this part of the eye is not truly spherical	cornea	1995-09-04	-
2	1000	no	HEALTH & MEDICINE	-	This simple sugar is the body's chief source of energy for cell metabolism	glucose	1995-09-04	-
2	200	no	LANGUAGES	-	Sindhi is spoken mainly in the Sind province of Pakistan & this neighboring country	India	1995-09-04	-
2	400	no	LANGUAGES	-	The low form of this language is also known as Plattdeutsch	German	1995-09-04	-
2	600	no	LANGUAGES	-	Aragonese is a dialect of this language	Spanish	1995-09-04	-
2	800	no	LANGUAGES	-	The poetry & novels of Shaaban Robert renewed interest in literature written in this Bantu language	Swahili	1995-09-04	-
2	1100	yes	LANGUAGES	-	This alphabet is considered the prototype of the Cyrillic language	Greek	1995-09-04	-
2	200	no	POETRY	-	In his poems "Lenore" & "The Raven", young men lament the deaths of their beloveds	(Edgar Allan) Poe	1995-09-04	-
2	400	no	POETRY	-	In "American Names", Stephen Vincent Benet said to "Bury" this "at Wounded Knee\"	My Heart	1995-09-04	-
2	600	no	POETRY	-	The reputation of poet Wolfram von Eschenbach rests largely on "Parzival", an epic of this holy object	grail	1995-09-04	-
2	800	no	POETRY	-	He wrote, "It is an ancient mariner, and he stoppeth one of three\"	(Samuel Taylor) Coleridge	1995-09-04	-
2	1000	no	POETRY	-	Izaak Walton wrote a moving but inaccurate biography of this "For Whom the Bell Tolls" poet	John Donne	1995-09-04	-
2	200	no	NEW ENGLAND HODGEPODGE	-	The first use of artificial rain to fight a forest fire was in 1947 near Concord in this "Granite State\"	New Hampshire	1995-09-04	-
2	400	no	NEW ENGLAND HODGEPODGE	-	Anne Whitney, a self-taught artist from this state, sculpted the statue of Samuel Adams for the U.S. Capitol	Massachusetts	1995-09-04	-
2	500	yes	NEW ENGLAND HODGEPODGE	-	Hammersmith Farm, the Auchincloss family's Newport, R.I. home, was the site of this couple's 1953 wedding reception	Jack (John) & Jackie Kennedy	1995-09-04	-
2	800	no	NEW ENGLAND HODGEPODGE	-	Rockland, the "Schooner Capital of" this state, celebrates Schooner Days once a year	Maine	1995-09-04	-
2	1000	no	NEW ENGLAND HODGEPODGE	-	This state has the lowest population east of the Mississippi River	Vermont	1995-09-04	-
3	0	no	COUNTRIES OF THE WORLD	-	Other than in Germany, the U.S. has more military personnel stationed in this foreign country than in any other	Japan	1995-09-04	-
1	100	no	RUSSIAN RULERS	-	She was born Sophia Augusta Fredericka of Anhalt-Zerbst in Pomerania	Catherine the Great	1995-09-06	-
1	200	no	RUSSIAN RULERS	-	In the 1890s he nominally presided over construction of the Trans-Siberian railroad	Nicholas II	1995-09-06	-
1	300	no	RUSSIAN RULERS	-	In the 1690s he recruited about 900 technicians on his tour of western Europe	Peter the Great	1995-09-06	-
1	400	no	RUSSIAN RULERS	-	In 1581 he killed his son & heir in a rage	Ivan the Terrible	1995-09-06	-
1	500	no	RUSSIAN RULERS	-	This ruler took his last name, meaning "of the Neva", from the Neva River, where he defeated the Swedes in 1240	Alexander Nevsky	1995-09-06	-
1	100	no	NURSERY RHYMES	-	Gardener Mary, Mary was described as "quite" this	contrary	1995-09-06	-
1	200	no	NURSERY RHYMES	-	In one version, "Threescore men, and threescore more, cannot place" him "as he was before\"	Humpty Dumpty	1995-09-06	-
1	300	no	NURSERY RHYMES	-	One rhyme claims he had a pig that was not very lean & not very fat	Jack Sprat	1995-09-06	-
1	400	no	NURSERY RHYMES	-	Barnyard cry that precedes "My dame has lost her shoe\"	cock-a-doodle-doo	1995-09-06	-
1	500	no	NURSERY RHYMES	-	\"Christmas is coming, the geese are getting fat, please to put a penny in" here	old man's hat	1995-09-06	-
1	100	no	HAIRSTYLES	-	Girls of the late '60s pressed their hair with a warm one of these to remove all waviness	iron	1995-09-06	-
1	200	no	HAIRSTYLES	-	These, called fringe in England, are hair combed forward over the forehead & cut straight across	bangs	1995-09-06	-
1	300	no	HAIRSTYLES	-	This "Indian" style features a shaved head with a strip of hair running from brow to nape	mohawk	1995-09-06	-
1	400	no	HAIRSTYLES	-	This men's hairstyle was originally worn by Ivy League college rowers, hence its name	crew cut	1995-09-06	-
1	500	no	HAIRSTYLES	-	A special type of this short, boyish cut of the 1920s was named for Irene Castle	bob	1995-09-06	-
1	100	no	FLORIDA	-	There are about 30,000 of these in the state & Okeechobee is the largest	lakes	1995-09-06	-
1	200	no	FLORIDA	-	This Florida city was the only Confederate capital east of the Mississippi not captured by the Union	Tallahassee	1995-09-06	-
1	300	no	FLORIDA	-	This space center is headquartered on Merritt  Island, not on Cape Canaveral	Kennedy Space Center	1995-09-06	-
1	1100	yes	FLORIDA	-	This city's name resulted from the 1879 wreck of a ship carrying coconuts	Palm Beach	1995-09-06	-
1	500	no	FLORIDA	-	Cars were once raced on this beach that's 23 miles long & 500 feet wide	Daytona Beach	1995-09-06	-
1	100	no	ARCHITECTURE	-	Designed by Donato Bramante, the Tempietto of San Pietro in this city marks the site of St. Peter's martyrdom	Rome	1995-09-06	-
1	200	no	ARCHITECTURE	-	Styles of this building feature include pitched, hipped & gambrel	roofs	1995-09-06	-
1	300	no	ARCHITECTURE	-	This Conn. city's old state house, designed by Charles Bulfinch is a masterpiece of the Federalist style	Hartford	1995-09-06	-
1	400	no	ARCHITECTURE	-	The turnpike type of this building feature is circular or winding	staircase	1995-09-06	-
1	500	no	ARCHITECTURE	-	Charles Garnier won an 1860s competition to design this European city's famed opera house	Paris	1995-09-06	-
1	100	no	4-LETTER WORDS	-	A cur or a mongrel	mutt	1995-09-06	-
1	200	no	4-LETTER WORDS	-	A ship runs from this "to stern\"	stem	1995-09-06	-
1	300	no	4-LETTER WORDS	-	It means to put your money away or to hit a billiard ball off a cushion	bank	1995-09-06	-
1	400	no	4-LETTER WORDS	-	It can precede bike or cheap & Ajax is stronger than it	dirt	1995-09-06	-
1	500	no	4-LETTER WORDS	-	From a middle English word for lost or unclaimed, it's a homeless child	waif	1995-09-06	-
2	200	no	THE 20th CENTURY	-	Jane Addams & Helen Keller were among the founders of this organization abbreviated ACLU	American Civil Liberties Union	1995-09-06	-
2	400	no	THE 20th CENTURY	-	In 1947 he was at the controls when the world's largest aircraft made its first & only flight	Howard Hughes	1995-09-06	-
2	600	no	THE 20th CENTURY	-	In 1916 Gen. John Pershing was sent to capture this Mexican rebel	Pancho Villa	1995-09-06	-
2	800	no	THE 20th CENTURY	-	Asian country with which the "Killing Fields" were originally associated	Cambodia	1995-09-06	-
2	1000	no	THE 20th CENTURY	-	On Nov. 18, 1978 the Jonestown massacre occurred in this country	Guyana	1995-09-06	-
2	200	no	TENORS, ANYONE?	-	This legendary Italian tenor who died in 1921 was awarded a Grammy Lifetime Achievement Award in 1987	Caruso	1995-09-06	-
2	400	no	TENORS, ANYONE?	-	As GM of this N.Y. opera company, tenor Edward Johnson introduced Rise Stevens & Robert Merrill	Metropolitan Opera	1995-09-06	-
2	600	no	TENORS, ANYONE?	-	Beniamino Gigli, best known for Italian opera, was also praised for his performance in this composer's "Lohengrin\"	Wagner	1995-09-06	-
2	800	no	TENORS, ANYONE?	-	In 1992 this "King of the High C's" admitted lip-synching a concert	Pavarotti	1995-09-06	-
2	1600	yes	TENORS, ANYONE?	-	This tenor's name means "peaceful Sunday\"	Placido Domingo	1995-09-06	-
2	200	no	TRAVEL & TOURISM	-	On a clear day atop Hong Kong's Victoria Peak, you can see all the way to this country	China	1995-09-06	-
2	400	no	TRAVEL & TOURISM	-	At this island's Marina Grande, you can book a boat tour of the Blue Grotto	Isle of Capri	1995-09-06	-
2	600	no	TRAVEL & TOURISM	-	In Tel Aviv it's the number of streets that meet at Kikar Magen David	6	1995-09-06	-
2	800	no	TRAVEL & TOURISM	-	The emerald-hilt dagger featured in the film "Topkapi" can be seen in this Turkish city's Topkapi palace	Istanbul	1995-09-06	-
2	1000	no	TRAVEL & TOURISM	-	This largest language instruction company also publishes travel guides	Berlitz	1995-09-06	-
2	200	no	PHILOSOPHY	-	This philosopher & student of Plato was born in Stagira in northern Greece in 384 B.C.	Aristotle	1995-09-06	-
2	400	no	PHILOSOPHY	-	This French philosopher & lover of Heloise was an early exponent of the doctrine called Scholasticism	Abelard	1995-09-06	-
2	600	no	PHILOSOPHY	-	This Scottish economist wrote "The Theory of Moral Sentiments", a philosophical treatise, in 1759	Adam Smith	1995-09-06	-
2	800	no	PHILOSOPHY	-	He refined his concept of the superman in "Beyond Good and Evil\"	Nietzsche	1995-09-06	-
2	1000	no	PHILOSOPHY	-	Some consider his "Critique of Pure Reason" the most influential modern work of philosophy	(Immanuel) Kant	1995-09-06	-
2	200	no	AMERICAN LITERATURE	-	This Alex Haley work is subtitled "The Saga of an American Family\"	Roots	1995-09-06	-
2	400	no	AMERICAN LITERATURE	-	James A. Michener used this war as a background for "The Bridges at Toko-Ri" & "Sayonara\"	Korean War	1995-09-06	-
2	600	no	AMERICAN LITERATURE	-	This recent James Redfield novel tells of an ancient manuscript fround in Peru	The Celestine Prophecy	1995-09-06	-
2	2000	yes	AMERICAN LITERATURE	-	John Updike has won 2 Pulitzer Prizes for novels about this title character	Rabbit Angstrom	1995-09-06	-
2	1000	no	AMERICAN LITERATURE	-	This 1939 James Thurber short story about a henpecked husband was first published in The New Yorker	The Secret Life of Walter Mitty	1995-09-06	-
2	200	no	\"GREAT" FILMS	-	Steve McQueen did many of the stunts himself for this film about inmates breaking out of a POW camp	The Great Escape	1995-09-06	-
2	400	no	\"GREAT" FILMS	-	It was Charlie Chaplin's first film with spoken dialogue	The Great Dictator	1995-09-06	-
2	600	no	\"GREAT" FILMS	-	James Earl Jones received an Oscar nomination for his portrayal of boxer Jack Jefferson in this film	The Great White Hope	1995-09-06	-
2	800	no	\"GREAT" FILMS	-	Robert Redford was flying high as a barnstorming pilot in this 1975 film	The Great Waldo Pepper	1995-09-06	-
2	1000	no	\"GREAT" FILMS	-	Robert Duvall as a marine pilot imposed a militaristic lifestyle on his family in this 1979 film	The Great Santini	1995-09-06	-
3	0	no	FAMOUS WOMEN	-	Of a famous 1955 event she said, "My only concern was to get home after a hard day's work\"	Rosa Parks	1995-09-06	-
1	100	no	THE 1930s	-	In 1934 a peace treaty was signed by descendants of these Florida Indians who fought 3 wars against the U.S.	the Seminole	1995-09-07	-
1	200	no	THE 1930s	-	A plane crash in Alaska killed this cowboy humorist on August 15, 1935	Will Rogers	1995-09-07	-
1	300	no	THE 1930s	-	This U.S. seismologist developed his famous scale	Richter	1995-09-07	-
1	400	no	THE 1930s	-	The "P" in WPA stood for this	(Works) Progress (Administration)	1995-09-07	-
1	500	no	THE 1930s	-	In 1930 he became the first golfer to win the "Grand Slam" & announced his retirement	Bobby Jones	1995-09-07	-
1	100	no	STOCK SYMBOLS	-	You don't have to go a "long distance" to know this company is just T	AT&T	1995-09-07	-
1	200	no	STOCK SYMBOLS	-	When you say this 3-letter symbol, you say Anheuser-Busch	BUD	1995-09-07	-
1	300	no	STOCK SYMBOLS	-	The price of this stock, FDX, doesn't move overnight, but the company sure does	Federal Express	1995-09-07	-
1	400	no	STOCK SYMBOLS	-	Symbolized S, one of its major competitors is JCP	Sears	1995-09-07	-
1	500	no	STOCK SYMBOLS	-	Barnes & Noble's 3-letter stock symbol, it implies what they sell	BKS	1995-09-07	-
1	100	no	BODIES OF WATER	-	This river marks the western boundary of Egypt's Arabian Desert	the Nile	1995-09-07	-
1	200	no	BODIES OF WATER	-	Asia's Anadyr & North America's Yukon rivers empty into this sea named for a Danish explorer	the Bering Sea	1995-09-07	-
1	300	no	BODIES OF WATER	-	The Tyrrhenian Sea is bounded to the south by this large Italian island	Sicily	1995-09-07	-
1	400	no	BODIES OF WATER	-	The name Oregon may come from an old French name for this river, its northern border	the Columbia	1995-09-07	-
1	1200	yes	BODIES OF WATER	-	The waters of New York's Lake George drain into this lake to the north	Lake Champlain	1995-09-07	-
1	100	no	COOKING	-	\"The Fannie Farmer Cookbook" says only fish of this color should be used to make fish stock	white	1995-09-07	-
1	200	no	COOKING	-	Potato flour is usually added to sauces & gravies to do this, not to flavor them	to thicken them	1995-09-07	-
1	300	no	COOKING	-	You'll need both the juice and the grated rind of this citrus fruit to make Sauce Maltaise	orange	1995-09-07	-
1	400	no	COOKING	-	Some cooks use the "leaf" type of this rendered pork fat to make flaky biscuits	lard	1995-09-07	-
1	500	no	COOKING	-	When making this taro root paste, ferment it for several days to give it that distinctive sour taste	poi	1995-09-07	-
1	100	no	FAMOUS MEREDITHS	-	On "Family Ties" she was Michael J. Fox' mom	Meredith Baxter-Birney	1995-09-07	-
1	200	no	FAMOUS MEREDITHS	-	As a quarterback he was "Dandy\"	Don Meredith	1995-09-07	-
1	300	no	FAMOUS MEREDITHS	-	He watched Rocky like a hawk & watched Batman like a penguin	Burgess Meredith	1995-09-07	-
1	400	no	FAMOUS MEREDITHS	-	This Mason City, Iowa composer created some trouble for River City, Iowa	Meredith Willson	1995-09-07	-
1	500	no	FAMOUS MEREDITHS	-	In 1962 James Meredith enrolled as the first black student at this university	Ole Miss (Mississippi)	1995-09-07	-
1	100	no	FRENCH PHRASES	-	On the contrary, it's well... "on the contrary\"	au contraire	1995-09-07	-
1	200	no	FRENCH PHRASES	-	French equivalent of the Spanish buenos dias	bonjour	1995-09-07	-
1	300	no	FRENCH PHRASES	-	Defense d'entrer is "no admittance"; defense de fumer is this	\"no smoking\"	1995-09-07	-
1	400	no	FRENCH PHRASES	-	This 2-word phrase is found on airmail letters	Par avion	1995-09-07	-
1	500	no	FRENCH PHRASES	-	A coup d'eclat is a dashing stroke & this is the finishing stroke	coup de grâce	1995-09-07	-
2	200	no	HISTORY	-	In March 1919 he became leader of a fascist movement called the Fasci di Combattimento	Mussolini	1995-09-07	-
2	400	no	HISTORY	-	The 1642 Battle of Edgehill was the first major battle of this country's civil war	England	1995-09-07	-
2	600	no	HISTORY	-	Born in 1825 Pedro II was the second, last & only native emperor of this country	Brazil	1995-09-07	-
2	2000	yes	HISTORY	-	The first Russian settlement in Alaska was established on this island in 1784	Kodiak Island	1995-09-07	-
2	1000	no	HISTORY	-	It's the name of the dynasty that ruled Iran from 1925 to 1979	Pahlavi	1995-09-07	-
2	200	no	MONTANA	-	Montana boasts the nation's largest deposit of the subbituminous kind of this	coal	1995-09-07	-
2	400	no	MONTANA	-	This bear, the state animal, is considered a threatened species in the state	the grizzly	1995-09-07	-
2	600	no	MONTANA	-	This is Montana's top crop, with the winter type generally grown in the north central region	wheat	1995-09-07	-
2	800	no	MONTANA	-	Montana border 3 Canadian provinces: Saskatchewan, Alberta & this one	British Columbia	1995-09-07	-
2	1000	no	MONTANA	-	This, the state's most populous city, only has about 81,000 people	Billings	1995-09-07	-
2	200	no	BAROQUE COMPOSERS	-	This composer's brother Johann Christoph taught him to build & play the organ	Johann Sebastian Bach	1995-09-07	-
2	400	no	BAROQUE COMPOSERS	-	This "Candide" author wrote librettos for Baroque composer Jean-Philippe Rameau	Voltaire	1995-09-07	-
2	600	no	BAROQUE COMPOSERS	-	\"The Four Seasons" is part of his Opus 8, which appeared in 1725	Vivaldi	1995-09-07	-
2	800	no	BAROQUE COMPOSERS	-	In 1653 Jean-Baptiste Lully became composer to this French king with whom he danced in a ballet	Louis XIV	1995-09-07	-
2	1000	no	BAROQUE COMPOSERS	-	This German traveled to London in 1710 to produce his opera "Rinaldo" & decided to stay	Handel	1995-09-07	-
2	200	no	WEATHER	-	Warnings of tropical storms come from the National Hurricane Center in this Florida city	Miami	1995-09-07	-
2	400	no	WEATHER	-	The name of these highest clouds comes from the Latin for "curl" or "tuft\"	cirrus	1995-09-07	-
2	600	no	WEATHER	-	On March 15-16, 1952 it rained a record 73.62" in 24 hours on the island of Reunion in this ocean	the Indian Ocean	1995-09-07	-
2	800	no	WEATHER	-	Early sailing ships were often stranded for many weeks in this region of calm winds on the Equator	the doldrums	1995-09-07	-
2	1000	no	WEATHER	-	The June 1991 eruption of this Philippine volcano caused vivid sunsets	Mount Pinatubo	1995-09-07	-
2	200	no	STAMPS AND COINS	-	The "king" of stamps, this 1993 issue is the most popular U.S. commemorative stamp of all time	the Elvis Presley stamp	1995-09-07	-
2	400	no	STAMPS AND COINS	-	Until 1947 a 16-petaled chrysanthemum appeared on nearly every postage stamp of this country	Japan	1995-09-07	-
2	1500	yes	STAMPS AND COINS	-	Inscribed in both Chinese & Portuguese, coins for this territory weren't issued until 1952	Macau	1995-09-07	-
2	800	no	STAMPS AND COINS	-	Stamps & coins of this country bear the name Helvetia	Switzerland	1995-09-07	-
2	1000	no	STAMPS AND COINS	-	The sale of 1903 gold coins featuring this president helped pay for his Niles, Ohio memorial	McKinley	1995-09-07	-
2	200	no	THE 1995 TONY AWARDS	-	This agelessly wacky star of "Hello, Dolly!" won a 1995 Tony for Lifetime Achievement	Carol Channing	1995-09-07	-
2	800	no	THE 1995 TONY AWARDS	-	Ralph Fiennes was crowned Best Leading Actor in a Play for his portrayal of this gloomy prince	Hamlet	1995-09-07	-
2	1000	no	THE 1995 TONY AWARDS	-	Cherry Jones won a Best Actress Tony for "The Heiress", based on this author's "Washington Square\"	Henry James	1995-09-07	-
3	0	no	NATURALISTS	-	Before his death in 1914 he studied forests in Russia, India & Australia, as well as the U.S.	John Muir	1995-09-07	-
1	100	no	PLAINS	-	The name of this Biblical garden of paradise may be from the Sumerian name for the Plain of Babylon	Eden	1995-09-15	-
1	200	no	PLAINS	-	The Plains of Assam are among the few habitats of the Indian species of this large, one-horned animal	rhinoceros	1995-09-15	-
1	300	no	PLAINS	-	Until the 19th century up to 60 million bison roamed this area between Mexico & northern Canada	the Great Plains	1995-09-15	-
1	400	no	PLAINS	-	This site of a final battle will be on the Plain of Esdraelon	Armageddon	1995-09-15	-
1	500	yes	PLAINS	-	It's the world capital found on the Attic Plain	Athens	1995-09-15	-
1	100	no	TWAIN	-	Twain claimed it was easy to give up this habit, saying "I've done it a thousand times\"	smoking	1995-09-15	-
1	200	no	TWAIN	-	The grave of Laura H. Frazer, Twain's childhood friend, also bears the name of this character she inspired	Becky Thatcher	1995-09-15	-
1	300	no	TWAIN	-	As a teenager Twain, like Ben Franklin, was apprenticed to one of these	printer	1995-09-15	-
1	400	no	TWAIN	-	Mark Twain's grave is in Elmira in this state	New York	1995-09-15	-
1	500	no	TWAIN	-	Twain was on the staff of this Nevada town's Territorial Enterprise	Virginia City	1995-09-15	-
1	100	no	SAND	-	Often, a grain of sand is all it takes to irritate an oyster into producing this gem	pearl	1995-09-15	-
1	200	no	SAND	-	A small one of these ancient devices with trickling sand is sometimes used as an egg timer	hourglass	1995-09-15	-
1	300	no	SAND	-	These fruits, popular at Thanksgiving, are grown in sand-covered bogs in the northeastern U.S.	cranberries	1995-09-15	-
1	400	no	SAND	-	Over 1500 feet high, the world's highest sand dunes are in Algeria in this desert	Sahara	1995-09-15	-
1	500	no	SAND	-	The chief constituents of sand are usually feldspar & this form of silica	quartz	1995-09-15	-
1	100	no	AUTOMOBILES	-	This company is planning to introduce an updated Beetle to the U.S. by the year 2000	Volkswagen	1995-09-15	-
1	200	no	AUTOMOBILES	-	Since 1977, by law, cars in Sweden have had to keep these on in the daytime	headlights	1995-09-15	-
1	300	no	AUTOMOBILES	-	This company's slogan is "I Love What You Do for Me\"	Toyota	1995-09-15	-
1	400	no	AUTOMOBILES	-	President of GM 1912-16, this "rambling" man left to create his own company	Nash	1995-09-15	-
1	500	no	AUTOMOBILES	-	This company's Cirrus was Motor Trend's Car of the Year for 1995	Chrysler	1995-09-15	-
1	100	no	CANDY	-	Don't want to spring for a big box?  Whitman's makes this famous "assortment" in a 1 3/4 oz. size	Sampler	1995-09-15	-
1	200	no	CANDY	-	This milk chocolate "galaxy" bar comes in a "lite" version with just 160 calories	Milky Way	1995-09-15	-
1	300	no	CANDY	-	This almond buttercrunch candy in pink tins is a favorite of the Japanese royal family	Almond Roca	1995-09-15	-
1	400	no	CANDY	-	The name of this chocolate peanut bar is synonymous with "little laughs\"	Snickers	1995-09-15	-
1	500	no	CANDY	-	It's the perfect candy bar for Athos, Porthos & Aramis	3 Musketeers	1995-09-15	-
1	100	no	MARTINS	(Alex: There is a message there--I leave you at home to figure it out!)	This civil rights leader entered Morehouse College in Atlanta at age 15	Martin Luther King, Jr.	1995-09-15	-
1	200	no	MARTINS	(Alex: There is a message there--I leave you at home to figure it out!)	Running for reelection in 1840, this 8th U.S. president failed to carry even his home state	Martin Van Buren	1995-09-15	-
1	300	no	MARTINS	(Alex: There is a message there--I leave you at home to figure it out!)	This Oscar winner for "Ed Wood" also appeared in "The Harlem Globetrotters on Gilligan's Island\"	Martin Landau	1995-09-15	-
1	400	no	MARTINS	(Alex: There is a message there--I leave you at home to figure it out!)	This director's first commercial hit was "Alice Doesn't Live Here Anymore", released in 1975	Martin Scorsese	1995-09-15	-
1	500	no	MARTINS	(Alex: There is a message there--I leave you at home to figure it out!)	A skeleton found in 1972 was declared to be this Nazi, rumored alive in South America	Martin Bormann	1995-09-15	-
2	200	no	THE 1950s	-	In 1958 companies founded by E.W. Scripps & W.R. Hearst merged to become this competitor of AP	UPI (United Press International)	1995-09-15	-
2	400	no	THE 1950s	-	New York City-born Eamon de Valera was this country's prime minister for most of the decade	Ireland	1995-09-15	-
2	600	no	THE 1950s	-	In 1958 Pan Am inaugurated its commercial jet airliner service with this Boeing plane	707	1995-09-15	-
2	1000	yes	THE 1950s	-	On Jan. 7, 1959 this Texan began his record 47th year in the House of Representatives	(Sam) Rayburn	1995-09-15	-
2	1000	no	THE 1950s	-	In 1952 he became dictator of Cuba	(Fulgencio) Batista	1995-09-15	-
2	200	no	FLOWERS	-	The Mister Lincoln is one of the finest red varieties of this thorned flower	rose	1995-09-15	-
2	400	no	FLOWERS	-	The Pasqueflower is so named because it blooms around this holiday	Easter	1995-09-15	-
2	600	no	FLOWERS	-	Bees are especially fond of these purplish flowers of Scotland, from which they make a honey	heather	1995-09-15	-
2	800	no	FLOWERS	-	With its dark center disk, the yellow daisy is more commonly called this	black-eyed Susan	1995-09-15	-
2	1000	no	FLOWERS	-	This plant from which digitalis is derived yields flowers in white, purple & pink	foxglove	1995-09-15	-
