round	clue_value	daily_double_value	category	comments	answer	question	air_date	notes
single	50	0	LISTS		He lists the ten worst-dressed	Mr. Blackwell	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	75	175	LISTS		What this Paul Simon hit lists: "You just slip out the back, Jack / Make a new plan, Stan / You don't need to be coy, Roy / Just get yourself free...\"	50 ways to leave your lover	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	100	0	LISTS		For them, "The Book of Lists" is a family affair	the Wallaces (or the Wallechinskys)	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	25	0	WILD WEST		This was William Bonney's best-known alias	Billy the Kid	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	50	0	WILD WEST		This town was the site of the gunfight at the O.K. Corral	Tombstone	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	75	0	WILD WEST		Buffalo Bill and Wild Bill Hickok both worked for this mail service	the Pony Express	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	100	0	WILD WEST		This is the real name of"Custer's Last Stand\"	(Battle of) the Little Bighorn	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	125	0	WILD WEST		This gunfighter wound up a New York City sports reporter	Bat Masterson	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	25	0	HERBS AND SPICES		Reportedly good for lowering blood pressure and repelling vampires	garlic	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	50	0	HERBS AND SPICES		These dried flower buds are a must with baked ham	cloves	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	75	0	HERBS AND SPICES		Spice made from the dried bark of a Ceylonese tree	cinnamon	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	100	0	HERBS AND SPICES		This herb's name comes from belief that it will lengthen life and increase wisdom	sage	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	50	0	ANATOMY		If the body were a car, they would be the carburetors	the lungs	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	100	0	ANATOMY		Building these up with steroids has caused sports controversy	muscles	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	150	200	ANATOMY		Babies have more than 300, while adults have only 206	bones	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	200	0	ANATOMY		A cranium and 2 femurs on a black flag	a skull and crossbones	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	250	0	ANATOMY		This is the body's largest gland	the liver	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	50	0	ISLANDS		The two island Boroughs of New York City	Manhattan & Staten Island	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	250	0	ISLANDS		Where Napoleon died in exile	St. Helena	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	50	0	THE SENATE		The Constitution makes him "president of the Senate\"	the vice president of the U.S.	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	100	0	THE SENATE		In a letter, the correct form of address for a senator	Honorable	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	150	0	THE SENATE		Former Rhodes scholar and basketball star now senator from New Jersey	Bill Bradley	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	200	0	THE SENATE		Presided over Senate while under indictment for murdering Alexander Hamilton	Aaron Burr	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	250	0	THE SENATE		Group of senators who vote together for a specific purpose	a bloc	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	50	0	FOREIGN PHRASES		French phrase for food items, ordered individually	a la carte	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	100	0	FOREIGN PHRASES		The British call this "the lift\"	the elevator	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	150	0	FOREIGN PHRASES		Day of the year when Italians wish "Buon Natale\"	Christmas (December 25)	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	200	0	FOREIGN PHRASES		Meaning "a bride's belongings", it's French for "small bundle\"	trousseau	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	250	0	FOREIGN PHRASES		Criminologist's phrase, from Latin for "manner of working\"	modus operandi	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	50	0	SAMS		Popularized by famous WW-1 recruiting poster	Uncle Sam	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	100	0	SAMS		Created by Dashiell Hammett, played by Humphrey Bogart	Sam Spade	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	150	0	SAMS		Texas hero who won Battle of San Jacinto	Sam Houston	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	200	0	SAMS		Most famous alumnus of Will Mastin Trio	Sammy Davis Jr.	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	250	0	SAMS		Film producer famous for malapropism, "Include me out\"	Sam Goldwyn	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	50	0	THE SIXTIES		Self-appointed "High Priest" of LSD	Timothy Leary	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	100	0	THE SIXTIES		The year Armstrong took "one small step...\"	1969	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	150	0	THE SIXTIES		In late 1965 his book "Unsafe at Any Speed" was published	Ralph Nader	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	200	200	THE SIXTIES		The group tried for conspiring to riot at '68 Democratic Convention	the Chicago Seven	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
double	250	0	THE SIXTIES		American who won the 1964 Nobel Peace Prize	Martin Luther King (Jr.)	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
final	0	0	U.S. LANDMARKS		This state boasts Mt. Rushmore	South Dakota	1983-09-18	Trebek pilot 1. Unaired. Personal computer set with pull-card game.
single	50	0	TELEVISION		Long-running Western about the Cartwright clan	Bonanza	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	100	0	TELEVISION		He's been Bentley Gregg, the Angels' Charlie, & Blake Carrington	John Forsythe	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	150	0	TELEVISION		Eddie Murphy's impersonation has revived interest in this little green guy	Gumby	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	200	0	TELEVISION		The greeting which opened each episode of "Alfred Hitchcock Presents\"	\"Good evening\"	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	250	250	TELEVISION		Of 5 series spun off of "All in the Family" the only one still in production	The Jeffersons	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	50	0	U.S. LANDMARKS		It scrapes the sky at 5th Avenue & 34th Street, New York City	the Empire State Building	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	100	0	U.S. LANDMARKS		Named for the channel it spans, this California bridge is really orange	the Golden Gate	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	150	0	U.S. LANDMARKS		From the Spanish for "Cottonwood", the site where Jim Bowie & Davy Crockett died	the Alamo	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	200	0	U.S. LANDMARKS		The building on the back of a $20 bill	the White House	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	250	0	U.S. LANDMARKS		The view from this Colorado summit inspired the song "America the Beautiful\"	Pike's Peak	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	50	0	CELEBRITY RELATIVES		Shirley MacLaine's "kid" brother	Warren Beatty	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	100	0	CELEBRITY RELATIVES		Mary Martin's boy who's developed a Dallas drawl	Larry Hagman	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	150	0	CELEBRITY RELATIVES		She's Dear Abby's twin sister	Ann Landers	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	200	0	CELEBRITY RELATIVES		Carrie Fisher's famous parents	Debbie Reynolds & Eddie Fisher	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	250	0	CELEBRITY RELATIVES		They were "Minnie's boys\"	the Marx Brothers	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	50	0	FOOD		The most widely eaten fungus	a mushroom	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	100	0	FOOD		Jewish deli substitute for "pate de foie gras\"	chopped chicken livers	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	150	0	FOOD		This "heavenly" candy is made of whipped egg whites, sugar, & nuts	divinity	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	200	0	FOOD		Order "calamari" in an Italian restaurant and you'll get this seafood	squid	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	50	0	SUPERSTITIONS		Number of years of bad luck that comes from breaking a mirror	7	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	100	0	SUPERSTITIONS		The way a horseshoe's legs should point when it's hung for good luck	up	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	150	0	SUPERSTITIONS		What actors say on opening night instead of "good luck\"	break a leg	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	200	0	SUPERSTITIONS		An omen of bad luck in Da Vinci's famous painting "The Last Supper\"	the spilt salt shaker (or 13 at the table)	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	250	0	SUPERSTITIONS		French warrior & statesman morbidly afraid of cats & the number 13	Napoleon	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	50	0	AWARDS		This late singer's 28 gold records were the most ever awarded to an individual	Elvis (Presley)	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	100	0	AWARDS		The annual awards given by the Academy of Motion Picture Arts & Sciences	the Oscar	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	150	0	AWARDS		Lech Walesa sent his wife to accept this award	the Nobel (Peace) Prize	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	200	0	AWARDS		The highest award given to an American serviceman	the Congressional Medal of Honor	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	250	0	AWARDS		It's the award given each year's most outstanding major league pitcher	the Cy Young Award	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	100	0	CIVIL WAR		First shot of the Civil War was fired there	Fort Sumter	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	200	0	CIVIL WAR		It was the capital of the Confederacy	Richmond, Viriginia	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	300	0	CIVIL WAR		General who ravaged Georgia, then explained "War is hell\"	General (William Tecumsah) Sherman	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	400	0	CIVIL WAR		Battle known as "high water mark of the Confederacy\"	the Battle of Gettysburg	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	500	0	CIVIL WAR		The 2 vessels involved in the first battle between ironclad warships	the Monitor & the Merrimack	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	100	0	TOYS & GAMES		Popular doll that comes with adoption papers	a Cabbage Patch Kid	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	200	0	TOYS & GAMES		In Monopoly, the corner between Boardwalk & Mediterranean	Go	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	300	0	TOYS & GAMES		To play this, you need wickets, mallets and wooden balls	croquet	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	400	0	TOYS & GAMES		\"Spit in the ocean" is a variety of this card game	poker	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	500	0	TOYS & GAMES		It's a tied game in chess	a stalemate	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	100	0	MOVIES		Resembling a rock video, this film inspired off-the-shoulder sweatshirt fashions	Flashdance	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	200	0	MOVIES		Her film "Yentl" has been called "Tootsie on the Roof\"	Barbra Streisand	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	400	0	MOVIES		She hit "The Road" 7 times with Hope & Crosby	Dorothy Lamour	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	500	0	MOVIES		Current comic hit chronicling 30 years of a mother-daughter relationship	Terms of Endearment	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	100	0	SPORTS LEGENDS		His home-run records were broken by Maris & Aaron	Babe Ruth	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	200	0	SPORTS LEGENDS		He has an I.Q. of 131, has written a best-seller, and stands 7'2" tall	Kareem Abdul-Jabbar	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	300	0	SPORTS LEGENDS		In 1971, became first woman athlete to win over $100,000 in a year	Billie Jean King	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	400	0	SPORTS LEGENDS		Figure skater who won only U.S. gold at 1968 Winter Olympics in France	Peggy Fleming	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	500	0	SPORTS LEGENDS		Voted "Greatest All-round Athlete of Last Half Century", he was full-blooded American Indian	Jim Thorpe	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	100	0	STATE NAMES		The only state named after a president	Washington	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	200	0	STATE NAMES		Ponce de Leon named this Southern state for its flowers	Florida	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	300	0	STATE NAMES		1 of 2 Eastern Seaboard states named after queens of England	Maryland (or Virginia)	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	400	800	STATE NAMES		The only state with a one-syllable name	Maine	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	100	0	FAMOUS PAIRS		The Brothers Grimm wrote about these 2 children of a broom maker	Hansel & Gretel	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	200	0	FAMOUS PAIRS		Sin cities of the Bible	Sodom & Gomorrah	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	300	0	FAMOUS PAIRS		It's the world's largest mail-order co.	Sears-Roebuck	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	400	0	FAMOUS PAIRS		Originally, these dancers' names were Frederick Austerlitz & Virginia McNath	Fred Astaire & Ginger Rogers	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
double	500	0	FAMOUS PAIRS		They were the opposing attorneys at the Scopes "Monkey" Trial	Clarence Darrow & William Jennings Bryan	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
final	0	0	LITERATURE		Classic American novel which begins "Call me Ishmael\"	Moby-Dick	1984-01-01	Trebek pilot 2. Unaired. Tape date unknown. Season 1 set.
single	400	0	\"B" IN GEOGRAPHY		The Ganges & Irrawaddy are among the rivers emptying into this large bay	the Bay of Bengal	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	600	0	\"B" IN GEOGRAPHY		Region of France between the Seine & Marne Valleys famous for its soft white cheese	Brie	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	800	0	\"B" IN GEOGRAPHY		Alpine Pass connecting Innsbruck, Austria & Bolzano, Italy	the Brenner	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	1000	0	\"B" IN GEOGRAPHY		With Hercegovina it forms 1 of Yugoslavia's 6 republics	Bosnia	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	200	0	ANIMALS		Many of these animals forming the Great Barrier Reef are being eaten by crown-of-thorns starfish	coral	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	400	0	ANIMALS		The down this type of duck produces is used to line nests & for jackets, quilts, pillows & sleeping bags	eider	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	600	0	ANIMALS		This bright green beetle, a major plant pest, was brought to the U.S. from the orient circa 1916	a Japanese beetle	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	800	0	ANIMALS		They're the only living members of the mammalian family Proboscidea	elephants	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	1000	0	ANIMALS		Salamanders called newts when aquatic are called this when terrestrial	efts	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	200	0	GOLDEN OLDIES		Title city of 1967 Scott McKenzie hit subtitled "Be Sure To Wear Some Flowers In Your Hair\"	San Francisco	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	400	0	GOLDEN OLDIES		In Bobbie Gentry's hit song "Ode To Billie Joe", Billie Joe jumped off this bridge	the Tallahatchie	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	600	0	GOLDEN OLDIES		\"There's a crazy little house beyond the tracks, & ev'rybody calls it" this	the Sugar Shack	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	800	0	GOLDEN OLDIES		Of this car, Ronny & The Daytonas sang, "You're really looking fine, 3 deuces & a 4-speed, & a 389\"	\"Little GTO\"	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	1000	2000	GOLDEN OLDIES		1861 song that was the basis of the following Elvis Presley hit: "Love me tender, love me sweet, never let me go / You have made my life complete...\"	\"Aura Lee\"	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	200	0	CHEMISTRY		By its formula you could call this common substance oxygen hydride	water (H2O)	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	400	0	CHEMISTRY		Bronze & brass are examples of this, a mixture of 2 or more metals	an alloy	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	600	0	CHEMISTRY		This gas is the chief constituent of natural gas	methane	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	800	0	CHEMISTRY		Lampblack consists mostly of this element	carbon	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	200	0	FIRST LADIES		Shortly after their wedding Ike told her, "My country comes first and always will. You come second.\"	Mamie Doud Eisenhower	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	400	0	FIRST LADIES		Barbara Bush & Raisa Gorbachev spoke at the 1990 commencement at this college	Wellesley	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	600	0	FIRST LADIES		The cologne worn by this wife of our 4th president is still being marketed	Dolley Madison	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	800	0	FIRST LADIES		\"Murder in the Rose Garden" is the 7th in a series of mystery novels featuring her as a sleuth	Eleanor Roosevelt	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	1000	0	FIRST LADIES		Julia Gardiner, the 1st to marry a president while in office, married this Virginian in 1844	(John) Tyler	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	200	0	IN THE NEWS		For the 1st time, members of this organization established by JFK are being sent to Poland & Hungary	the Peace Corps	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	400	0	IN THE NEWS		Ronald Reagan was the star witness at the trial of this former national security advisor	John Poindexter	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	600	0	IN THE NEWS		The town of Kalapana, Hawaii has been virtually destroyed by lava from this volcano	Kîlauea	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	800	0	IN THE NEWS		1 of the 2 U.S. hostages released in Lebanon in April 1990	Frank Reed (or Robert Polhill)	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	1000	0	IN THE NEWS		She's the Democrat running for governor of Texas in 1990	Ann Richards	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	500	0	AMERICAN REVOLUTION		During the winter of 1777, Washington reorganized his army at this site	Valley Forge	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1000	0	AMERICAN REVOLUTION		At the end of the Revolution currency was so worthless, "not worth" 1 of these became a common phrase	a Continental	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1500	0	AMERICAN REVOLUTION		The Battle of Bunker Hill occurred on this hill	Breed's Hill	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2000	0	AMERICAN REVOLUTION		This brother of explorer William Clark used his own money to feed & pay his soldiers	George Rogers Clark	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2500	0	AMERICAN REVOLUTION		The Americans took nearly 6,000 prisoners at this N.Y. State battle, called a turning point in the war	Saratoga	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	500	0	THE HUMAN BODY		Also called the corium, it's the thicker layer of skin under the epidermis	the dermis	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1000	0	THE HUMAN BODY		This tube that carries food from throat to stomach is the narrowest part of the digestive tract	the esophagus	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1500	0	THE HUMAN BODY		In humans night blindness is an early sign of a deficiency of this vitamin	A	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2000	0	THE HUMAN BODY		Harder than bone but softer than enamel, it's the yellowish tissue that makes up the bulk of a tooth	dentin	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2500	0	THE HUMAN BODY		The movable lower jaw is the mandible; the fixed upper jaw is called this	the maxilla	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	500	0	SIGNS & SYMBOLS		The geometric ratio 3.14159265 is symbolized by this, the 16th letter of the Greek alphabet	pi	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1000	0	SIGNS & SYMBOLS		This hockey team's logo features a fluke & a "W\"	the Hartford Whalers	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1500	0	SIGNS & SYMBOLS		The value of this answer in Roman numerals	MD	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2000	0	SIGNS & SYMBOLS		This month's birthstone is turquoise, & its flower, the holly	December	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2500	0	SIGNS & SYMBOLS		Among the symbols in its major arcana are the sun, a hanged man & a fool	tarot cards	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	500	0	BRAZIL		When viewed from the air, the layout of this capital city looks like an airplane	Brasília	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2500	0	BRAZIL		Brazil shares borders with all South American countries except for Chile & this one	Ecuador	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	500	0	REFERENCE BOOKS		According to the World Almanac, his "Baby and Child Care" is the all-time best selling paperback book	Dr. Spock	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1000	0	REFERENCE BOOKS		Published in 1985, the 2nd edition of this dictionary costs $2500	the Oxford English Dictionary	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1500	0	REFERENCE BOOKS		U.S. historian Allan Nevins is known for his multi-volume works on this war	the Civil War	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2000	0	REFERENCE BOOKS		Her "Boston Cooking-School Cookbook", first published in 1896, is still sold today	Fannie Farmer	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2500	5000	REFERENCE BOOKS		\"The History of the Decline & Fall of the Roman Empire" ends in 1453 with the fall of this city	Constantinople	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	500	0	PALACES		This city's Potala Palace was home to Dalai Lamas for over 300 years	Lhasa	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1000	0	PALACES		This palace facing St. James Park was built for John Sheffield in 1703	Buckingham Palace	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	1500	0	PALACES		A palace in Florence has a mural featuring portraits of this ruling family	the Medici	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2000	5000	PALACES		Al-Nadwa Palace in Amman is home to this King	King Hussein	1990-06-16	Super Jeopardy! quarterfinal game 1.
double	2500	0	PALACES		Mary, Queen of Scots, bathed in wine in a small building near this palace	Holyrood	1990-06-16	Super Jeopardy! quarterfinal game 1.
final	0	0	THE 50 STATES		Of all the states named after Indian tribes, this one is the farthest west	Utah	1990-06-16	Super Jeopardy! quarterfinal game 1.
single	200	0	9-LETTER WORDS		It can mean to ponder on a subject or to purchase with the expectation of profit	speculate	1990-06-23	Super Jeopardy! quarterfinal game 2.
single	400	0	9-LETTER WORDS		A public officer who keeps the peace, or a British policeman of the lowest order	constable	1990-06-23	Super Jeopardy! quarterfinal game 2.
single	600	0	9-LETTER WORDS		Semantics is the study of a word's meaning, this is the study of a word's history	etymology	1990-06-23	Super Jeopardy! quarterfinal game 2.
single	800	0	9-LETTER WORDS		The name of this children's game can serve as a verb meaning "to leap from place to place\"	hopscotch	1990-06-23	Super Jeopardy! quarterfinal game 2.
single	1000	0	9-LETTER WORDS		In ancient Greece, a politician who championed the masses; now it's one who plays on people's emotions	demagogue	1990-06-23	Super Jeopardy! quarterfinal game 2.
single	200	0	CELEBRITIES		To avoid being confuse with B. Bel Geddes, she signs autographs as "J.R.'s Real Mother\"	Mary Martin	1990-06-23	Super Jeopardy! quarterfinal game 2.
single	400	0	CELEBRITIES		This founder of the National Review debuted as a harpsichordist with the Phoenix Symphony in 1989	(William) Buckley	1990-06-23	Super Jeopardy! quarterfinal game 2.
