round	value	daily_double	category	comments	answer	question	air_date	notes
1	1000	no	TOY STORY	-	A technique to interlock wood pieces inspired John Lloyd Wright to create these in 1916	Lincoln Logs	2020-01-07	2020 GOAT Tournament
1	200	no	GEO-VERSE	-	\"U" is this nation, "The" is not required; Kuchma was leader, but he's long retired	Ukraine	2020-01-07	2020 GOAT Tournament
1	400	no	GEO-VERSE	-	\"M" is this mountain on Switzerland's fence; Walt Disney built one, but not as immense	the Matterhorn	2020-01-07	2020 GOAT Tournament
1	600	no	GEO-VERSE	-	\"P" is this forest, you'd go if you could; it's a national park full of agatized wood	Petrified Forest	2020-01-07	2020 GOAT Tournament
1	800	no	GEO-VERSE	-	\"A" is this desert, dry & horrific; it was the prize in the War of the Pacific	the Atacama	2020-01-07	2020 GOAT Tournament
1	1000	no	GEO-VERSE	-	\"M" is this river, to see it, go forth; it's Canada's longest, so, of course, it flows north	the Mackenzie	2020-01-07	2020 GOAT Tournament
1	200	no	TRIPLE RHYME TIME	-	Sacred place for your most exceptional bottle of Bordeaux	a fine wine shrine	2020-01-07	2020 GOAT Tournament
1	400	no	TRIPLE RHYME TIME	-	A sedate date tree that's the subject of a Biblical poem	a calm psalm palm	2020-01-07	2020 GOAT Tournament
1	600	no	TRIPLE RHYME TIME	-	A flexible & enormous customer	a pliant giant client	2020-01-07	2020 GOAT Tournament
1	800	no	TRIPLE RHYME TIME	-	A congenial game bird under glass as a gift	a pleasant pheasant present	2020-01-07	2020 GOAT Tournament
1	1000	no	TRIPLE RHYME TIME	-	In Papeete & the rest of the isle, a signed agreement to quit spray-painting	a Tahiti graffiti treaty	2020-01-07	2020 GOAT Tournament
1	200	no	GREATEST OF ALL TIME TRAVELERS	-	In Stephen King's "11/22/63", Jake Epping travels back in time to prevent this event from ever happening	the Kennedy assassination	2020-01-07	2020 GOAT Tournament
1	400	no	GREATEST OF ALL TIME TRAVELERS	-	In this Audrey Niffenegger novel, Clare is married to Henry, who suffers from Chrono-Displacement Disorder	The Time Traveler's Wife	2020-01-07	2020 GOAT Tournament
1	2400	yes	GREATEST OF ALL TIME TRAVELERS	-	In Chapter 16 of "A Connecticut Yankee in King Arthur's Court", Hank meets this woman whose first name is the same as his surname	Morgan le Fay	2020-01-07	2020 GOAT Tournament
1	800	no	GREATEST OF ALL TIME TRAVELERS	-	In this 1969 classic Tralfamadorians abduct the protagonist who has unfortunately become "unstuck in time\"	Slaughterhouse-Five	2020-01-07	2020 GOAT Tournament
1	1000	no	GREATEST OF ALL TIME TRAVELERS	-	\"Kindred", about an African-American woman transported back to a plantation in antebellum Maryland, is a novel by this author	(Octavia) Butler	2020-01-07	2020 GOAT Tournament
2	400	no	ARCHITECTURE & DESIGN	-	Julia Morgan designed this 68,500-square-foot home in San Simeon, California in the Mediterranean Revival style	Hearst Castle	2020-01-07	2020 GOAT Tournament
2	1600	no	ARCHITECTURE & DESIGN	-	Frank Gehry not only designed L.A.'s Walt Disney Concert Hall, but also this instrument at the rear of the stage	the organ	2020-01-07	2020 GOAT Tournament
2	2000	no	ARCHITECTURE & DESIGN	-	This Boston-born architect designed the Massachusetts State House & from 1818 to 1829 served as architect of the U.S. Capitol	Bulfinch	2020-01-07	2020 GOAT Tournament
2	400	no	LET'S JAZZ UP THIS PLACE	-	Thelonious Monk really gets going "'round" this title hour	midnight	2020-01-07	2020 GOAT Tournament
2	800	no	LET'S JAZZ UP THIS PLACE	-	A song called this fruit "Man" became a classic for Herbie Hancock & a movie title for Melvin Van Peebles	Watermelon	2020-01-07	2020 GOAT Tournament
2	1200	no	LET'S JAZZ UP THIS PLACE	-	This man's quartet experiments with time: "Take Five" is in 5/4 meter & "Blue Rondo A La Turk" is in 9/8	Dave Brubeck	2020-01-07	2020 GOAT Tournament
2	3800	yes	LET'S JAZZ UP THIS PLACE	-	Born in New Orleans, Louis Armstrong performed songs named for these 2 local "B" streets	Bourbon & Basin	2020-01-07	2020 GOAT Tournament
2	2000	no	LET'S JAZZ UP THIS PLACE	-	When he wasn't scoring TV's "Peanuts" specials, this man recorded favorites like "Cast Your Fate To The Wind\"	(Vince) Guaraldi	2020-01-07	2020 GOAT Tournament
2	400	no	ALL IN THE FAMILY: GOVERNMENT EDITION	-	He took over for his brother Fidel & became acting president of Cuba in 2006; he dropped the "acting" 2 years later	Raúl Castro	2020-01-07	2020 GOAT Tournament
2	800	no	ALL IN THE FAMILY: GOVERNMENT EDITION	-	This family included a secretary of war under Grant, a president & a senator (from Ohio) nicknamed "Mr. Republican\"	Taft	2020-01-07	2020 GOAT Tournament
2	1600	no	ALL IN THE FAMILY: GOVERNMENT EDITION	-	Last name of John, who held a Michigan House seat from 1955 to 2015, & of his wife Debbie, who succeeded him	Dingell	2020-01-07	2020 GOAT Tournament
2	2000	no	ALL IN THE FAMILY: GOVERNMENT EDITION	-	She succeeded her husband George Wallace as governor of Alabama but died 2 years after winning the office	Lurleen	2020-01-07	2020 GOAT Tournament
2	400	no	FOREIGN WORDS & PHRASES	-	In 2012 the French govt. ended official use of this word for an unmarried woman, deemed sexist since there's no male equivalent	mademoiselle	2020-01-07	2020 GOAT Tournament
2	800	no	FOREIGN WORDS & PHRASES	-	To sing "Happy Birthday", use this phrase "a ti" in Mexico, but reverse the phrase in Chile	feliz cumpleaños	2020-01-07	2020 GOAT Tournament
2	1200	no	FOREIGN WORDS & PHRASES	-	If God wills, you know this Arabic expression for "if God wills"; T.E. Lawrence was an early adopter	inshallah	2020-01-07	2020 GOAT Tournament
2	1600	no	FOREIGN WORDS & PHRASES	-	This Latin phrase for an essential item is literally "without which not\"	sine qua non	2020-01-07	2020 GOAT Tournament
2	2000	no	FOREIGN WORDS & PHRASES	-	From words for "self" & "publishing", it was writing circulated in secret in the Soviet Union	samizdat	2020-01-07	2020 GOAT Tournament
2	400	no	PHILOSOPHERS	-	German philosopher Hegel saw history as progression toward this declaration of independence value	liberty	2020-01-07	2020 GOAT Tournament
2	800	no	PHILOSOPHERS	-	In the 18th C., Hume opined on morality, "'tis impossible that the distinction betwixt" these 2 4-letter words "can be made by reason\"	good & evil	2020-01-07	2020 GOAT Tournament
2	1200	no	PHILOSOPHERS	-	In 1934 A.J. Ayer set out to show "the impossibility of" this, a plural noun for the study of the nature of the universe	metaphysics	2020-01-07	2020 GOAT Tournament
2	1600	no	PHILOSOPHERS	-	He published 1843's "Fear and Trembling" under the pseudonym Johannes de Silentio	Kierkegaard	2020-01-07	2020 GOAT Tournament
2	2800	yes	PHILOSOPHERS	-	This double-first-name philosopher born in 1842 said that the value of a concept is in its practical consequences	William James	2020-01-07	2020 GOAT Tournament
2	400	no	POTPOURRI	-	Arlington has the Tomb of the Unknown Soldier; the Brits have the Grave of the Unknown Warrior, found in this building's nave	Westminster Abbey	2020-01-07	2020 GOAT Tournament
2	800	no	POTPOURRI	-	When she said she was leaving "Star Trek", MLK asked her to stay, saying, "through you, we see ourselves and what can be\"	Nichelle Nichols	2020-01-07	2020 GOAT Tournament
2	1200	no	POTPOURRI	-	In the 1920s several elderly men who had worked digging the Big Bend railroad tunnel remembered this hero as a real person	John Henry	2020-01-07	2020 GOAT Tournament
2	1600	no	POTPOURRI	-	The world's first of these began as a way for Cambridge U. computer scientists to know if the coffeepot in another room was full	a webcam	2020-01-07	2020 GOAT Tournament
2	2000	no	POTPOURRI	-	This mother of Alexander the Great was in the cult of Dionysus & liked to sleep with snakes	Olympias	2020-01-07	2020 GOAT Tournament
3	0	no	ASTRONOMERS	-	This man's name was given to a comet that crashed into Jupiter in 1994; he's the only human whose remains lie on the Moon	Shoemaker	2020-01-07	2020 GOAT Tournament
1	200	no	CHARITIES	-	300 volunteers came together in 1971 to create this world-spanning charity, also called Médecins Sans Frontieres	Doctors Without Borders	2020-01-08	2020 GOAT Tournament
1	400	no	CHARITIES	-	A charity named for this actor who was paralyzed in 1995 aims to better the lives of those with spinal cord injuries	Christopher Reeve	2020-01-08	2020 GOAT Tournament
1	800	no	CHARITIES	-	To fight excessive punishment along racial lines, lawyer Bryan Stevenson founded this initiative, EJI for short	Equal Justice	2020-01-08	2020 GOAT Tournament
1	1000	no	CHARITIES	-	Last name of Evangeline, elected general of the Salvation Army in 1934, the third in her family to hold the position	Booth	2020-01-08	2020 GOAT Tournament
1	200	no	LITERALLY STUPID ANSWERS	(Alex: I like that!)	Shortly after "imbalance" in the dictionary is this noun denoting one who is stupid & inane	an imbecile	2020-01-08	2020 GOAT Tournament
1	400	no	LITERALLY STUPID ANSWERS	(Alex: I like that!)	It was also called a fool's cap	a dunce cap	2020-01-08	2020 GOAT Tournament
1	600	no	LITERALLY STUPID ANSWERS	(Alex: I like that!)	Archie Bunker called Edith this, also an ornamental typographical character	dingbat	2020-01-08	2020 GOAT Tournament
1	800	no	LITERALLY STUPID ANSWERS	(Alex: I like that!)	Synonyms for this one-word rhyme include lamebrain, dodo, yo-yo & dum-dum	nitwit	2020-01-08	2020 GOAT Tournament
1	1000	no	LITERALLY STUPID ANSWERS	(Alex: I like that!)	Lucy was quite fond of deriding Charlie Brown with this 9-letter term for a less-than-intelligent person	blockhead	2020-01-08	2020 GOAT Tournament
1	200	no	SHORT STORY SYLLABUS	-	\"The Lone Ranger &" this man "Fistfight in Heaven" is the title story of a collection by Native American author Sherman Alexie	Tonto	2020-01-08	2020 GOAT Tournament
1	400	no	SHORT STORY SYLLABUS	-	A Dostoyevsky story is titled these, the daylit evenings of St. Petersburg in summertime	\"White Nights\"	2020-01-08	2020 GOAT Tournament
1	1000	yes	SHORT STORY SYLLABUS	-	W.W. Jacobs came up with pretty much the opposite of a lucky rabbit's foot with this story of a dad, a son & 3 wishes gone bad	\"The Monkey's Paw\"	2020-01-08	2020 GOAT Tournament
1	800	no	SHORT STORY SYLLABUS	-	\"Cathedral" is the title story of a 1983 collection by this American realist & onetime janitor	(Raymond) Carver	2020-01-08	2020 GOAT Tournament
1	1000	no	SHORT STORY SYLLABUS	-	This 19th century French short story master is noted for twist endings, as in "The Necklace\"	Guy de Maupassant	2020-01-08	2020 GOAT Tournament
1	200	no	COLLEGE FOOTBALL: AFTER THE GAME	-	In 2004 an NCAA award was established in the name of this center on the 1933 Michigan team & future politician	Gerald Ford	2020-01-08	2020 GOAT Tournament
1	400	no	COLLEGE FOOTBALL: AFTER THE GAME	-	Before starring on a 4-letter TV drama, Mark Harmon starred for this 4-letter school as a QB, averaging 7.2 yards a carry in '73	UCLA	2020-01-08	2020 GOAT Tournament
1	600	no	COLLEGE FOOTBALL: AFTER THE GAME	-	Nickname of the team that was led to an undefeated 1958 season by future brigadier general Pete Dawkins	Black Knights	2020-01-08	2020 GOAT Tournament
1	800	no	COLLEGE FOOTBALL: AFTER THE GAME	-	In 1998 football fans debated who was the NCAA's best QB: Peyton Manning or this WSU Cougar; their pro careers went opposite ways	Ryan Leaf	2020-01-08	2020 GOAT Tournament
1	1000	no	COLLEGE FOOTBALL: AFTER THE GAME	-	Steve Largent went on from this university to a HOF pro career, then returned home to represent the area in Congress	the University of Tulsa	2020-01-08	2020 GOAT Tournament
1	200	no	THE "GOLD", "BERG"s	(Alex: Each correct response will either begin with "Gold" or end with "berg".)	This man from Medford, Massachusetts was the 108th mayor of New York City	Bloomberg	2020-01-08	2020 GOAT Tournament
1	400	no	THE "GOLD", "BERG"s	(Alex: Each correct response will either begin with "Gold" or end with "berg".)	He wrote the screenplay for "Butch Cassidy & the Sundance Kid" & adapted his own novel "Marathon Man" for the movies	William Goldman	2020-01-08	2020 GOAT Tournament
1	600	no	THE "GOLD", "BERG"s	(Alex: Each correct response will either begin with "Gold" or end with "berg".)	\"The Good Earth", released in 1937 after his death, was the first film with the name of this MGM production head in the credits	(Irving) Thalberg	2020-01-08	2020 GOAT Tournament
1	800	no	THE "GOLD", "BERG"s	(Alex: Each correct response will either begin with "Gold" or end with "berg".)	In 1998 this former GOP presidential candidate went to Paradise...Valley's Christ Church of the Ascension Memorial Garden in Arizona	Goldwater	2020-01-08	2020 GOAT Tournament
1	1000	no	THE "GOLD", "BERG"s	(Alex: Each correct response will either begin with "Gold" or end with "berg".)	Missile launches are part of the mission of the California Air Force base named for this general	Vandenberg	2020-01-08	2020 GOAT Tournament
2	800	no	CLASSIC MOVIE QUOTES	(Alex: Great category.)	A cab gets too close in "Midnight Cowboy" & Dustin Hoffman lets loose with this outburst	\"I'm walking here!\"	2020-01-08	2020 GOAT Tournament
2	2000	no	CLASSIC MOVIE QUOTES	(Alex: Great category.)	Gene Wilder as Willy Wonka: "You stole Fizzy Lifting Drinks!...so you get nothing! You lose!" this 3-word farewell	\"Good day, sir!\"	2020-01-08	2020 GOAT Tournament
2	400	no	NEWSPAPERS & MAGAZINES	-	Julia Child ended her shows with this phrase, also the name of a food magazine	bon appétit	2020-01-08	2020 GOAT Tournament
2	1200	no	NEWSPAPERS & MAGAZINES	-	This Japanese business paper shares its name with a Japanese stock index	Nikkei	2020-01-08	2020 GOAT Tournament
2	1600	no	NEWSPAPERS & MAGAZINES	-	This French daily paper began in 1944, when the German army had left Paris & France had need of an independent voice	Le Monde	2020-01-08	2020 GOAT Tournament
2	2000	no	NEWSPAPERS & MAGAZINES	-	To the delight of crossword constructors, Eric with this last name founded a reader in 1984	Utne	2020-01-08	2020 GOAT Tournament
2	400	no	ART & ARTISTS	-	This American pop artist used a comic book style in paintings like "Whaam!" & "Drowning Girl\"	Lichtenstein	2020-01-08	2020 GOAT Tournament
2	800	no	ART & ARTISTS	-	This 1863 Manet masterpiece caused a scandal, as one of the women picnicking in what may be the Bois de Boulogne is nude	Luncheon on the Grass	2020-01-08	2020 GOAT Tournament
2	1200	no	ART & ARTISTS	-	Born in Rotterdam in 1904, he entered the U.S. as a stowaway & painted houses before becoming an abstract expressionist	(Willem) de Kooning	2020-01-08	2020 GOAT Tournament
2	1600	no	ART & ARTISTS	-	This English engraver is known for his 1730s series called "The Rake's Progress\"	(William) Hogarth	2020-01-08	2020 GOAT Tournament
2	400	no	AROUND THE WORLD	-	One of the largest temples of this religion spreads over 156 acres at Srirangam in Tamil Nadu state	Hinduism	2020-01-08	2020 GOAT Tournament
2	1200	no	AROUND THE WORLD	-	By a 2018 treaty this large body into which the Volga flows was deemed neither a lake nor a sea, but a body with special legal status	the Caspian	2020-01-08	2020 GOAT Tournament
2	13600	yes	AROUND THE WORLD	-	This second-largest port of France once had a longer name that included "de Grâce\"	Le Havre	2020-01-08	2020 GOAT Tournament
2	400	no	THE GREATEST OF ALL MINDS	-	Destined for greatness, Stephen Hawking was born January 8, 1942, the 300th anniversary of this famed astronomer's death	Galileo	2020-01-08	2020 GOAT Tournament
2	800	no	THE GREATEST OF ALL MINDS	-	In January 1943 this inventor received an official state funeral under the auspices of the Yugoslav government in exile	Tesla	2020-01-08	2020 GOAT Tournament
2	1200	no	THE GREATEST OF ALL MINDS	-	Compiled by future generations of disciples, the sayings of Confucius were collected in a work called this, derived from Greek	Analects	2020-01-08	2020 GOAT Tournament
2	1600	no	THE GREATEST OF ALL MINDS	-	A rationalist, this Dutch philosopher answered to the first names Bento, Benedictus & the Hebrew Baruch	Spinoza	2020-01-08	2020 GOAT Tournament
2	8400	yes	THE GREATEST OF ALL MINDS	-	This German developed calculus independent of another wise guy	Leibniz	2020-01-08	2020 GOAT Tournament
2	400	no	TAKE AN "IQ" TEST	-	Morally objectionable behavior, sometimes in a den of it	iniquity	2020-01-08	2020 GOAT Tournament
2	800	no	TAKE AN "IQ" TEST	-	To convert an asset into cash	liquidate	2020-01-08	2020 GOAT Tournament
2	1200	no	TAKE AN "IQ" TEST	-	\"Invasion of the Boy Snatchers" is a book in a young adult series named for this type of social group	a clique	2020-01-08	2020 GOAT Tournament
2	1600	no	TAKE AN "IQ" TEST	-	One-word term for an expert on old things	an antiquarian	2020-01-08	2020 GOAT Tournament
2	2000	no	TAKE AN "IQ" TEST	-	Edward Kingsford first used scrap lumber from carmaking to produce these	charcoal briquettes	2020-01-08	2020 GOAT Tournament
3	0	no	INFLUENTIAL WRITING	-	Its second line is "All the powers of old Europe have entered into a holy alliance to exorcise this spectre: Pope & Czar, Metternich & Guizot...\"	The Communist Manifesto	2020-01-08	2020 GOAT Tournament
1	200	no	THE ____ OF ____	-	On the Moon, it's where the Eagle landed July 20, 1969	the Sea of Tranquility	2020-01-08	2020 GOAT Tournament
1	400	no	THE ____ OF ____	-	In the '60s & in a song from "Hair", it was the "dawning of" this	the Age of Aquarius	2020-01-08	2020 GOAT Tournament
1	600	no	THE ____ OF ____	-	In the news in 1961, Bahía de Cochinos is better known to us as this	Bay of Pigs	2020-01-08	2020 GOAT Tournament
1	1000	no	THE ____ OF ____	-	This bloody period of the French Revolution ended with the execution of Robespierre	the Reign of Terror	2020-01-08	2020 GOAT Tournament
1	200	no	THIS WILL TIE YOUR ROOM TOGETHER	-	In Islam, many prayer rugs have an arch-shaped design called a mihrab, which the user faces toward this city before kneeling	Mecca	2020-01-08	2020 GOAT Tournament
1	400	no	THIS WILL TIE YOUR ROOM TOGETHER	-	These Native American people who call themselves Dine are known for their patterned rugs	the Navajo	2020-01-08	2020 GOAT Tournament
1	800	no	THIS WILL TIE YOUR ROOM TOGETHER	-	Bijar carpets & Sanandaj rugs are products of this countryless people who live in an area ranging from Syria to Iran	the Kurds	2020-01-08	2020 GOAT Tournament
1	200	no	THEY'RE BACK!	-	Submitted for your approval, Jordan Peele as host & narrator of the reboot of this anthology series	The Twilight Zone	2020-01-08	2020 GOAT Tournament
1	400	no	THEY'RE BACK!	-	The reboot of this soapy series about the wealthy Carrington & Colby families changed the setting from Denver to Atlanta	Dynasty	2020-01-08	2020 GOAT Tournament
1	600	no	THEY'RE BACK!	-	In 2019 this detective was back on the case, working with her dad to solve cases in Neptune, California	Veronica Mars	2020-01-08	2020 GOAT Tournament
1	800	no	THEY'RE BACK!	-	This reboot made the divorced mom & her family Cuban American & moved the setting from Indianapolis to Los Angeles	One Day at a Time	2020-01-08	2020 GOAT Tournament
1	1000	no	THEY'RE BACK!	-	Candace Cameron Bure stars as a grown-up, raising kids of her own, on this reboot	Fuller House	2020-01-08	2020 GOAT Tournament
1	200	no	NAME THE DECADE	-	Christopher Columbus makes his last transatlantic trip: the first decade of this century	the 1500s (or the 16th)	2020-01-08	2020 GOAT Tournament
1	400	no	NAME THE DECADE	-	The Erie Canal is completed & opens for business	the 1820s	2020-01-08	2020 GOAT Tournament
1	600	no	NAME THE DECADE	-	The Salem witch trials	the 1690s	2020-01-08	2020 GOAT Tournament
1	800	no	NAME THE DECADE	-	The Black Death starts; the Battle of Crécy	the 1340s	2020-01-08	2020 GOAT Tournament
1	1000	yes	NAME THE DECADE	-	The Tudor line begins its 5-monarch rule of England	the 1480s	2020-01-08	2020 GOAT Tournament
1	200	no	GOATS	(Alex: How appropriate, we deal with...)	\"The Field Guide to Goats" says to be sure to discourage aggression, as a goat doing this to you with his head can break a bone	butting	2020-01-08	2020 GOAT Tournament
1	400	no	GOATS	(Alex: How appropriate—we deal with...)	Unlike cow milk, goat milk is naturally this, with emulsified fats & non-separated cream	homogenized	2020-01-08	2020 GOAT Tournament
1	600	no	GOATS	(Alex: How appropriate—we deal with...)	Since 1900 the mascot of this institute of higher learning has been "Bill the Goat\"	the Naval Academy	2020-01-08	2020 GOAT Tournament
1	800	no	GOATS	(Alex: How appropriate—we deal with...)	Goat cheese is commonly called this, the French word for "goat\"	chèvre	2020-01-08	2020 GOAT Tournament
1	1000	no	GOATS	(Alex: How appropriate—we deal with...)	Mountain goats are genus Oreamnos; other goats, this genus, same as a filmmaking genius	Capra	2020-01-08	2020 GOAT Tournament
2	400	no	I JUST TOOK A DNA TEST	(Alex: Oh, gosh!)	DNA tests can tell you if you are this 7-letter holder of recessive genes for a genetic disease	a carrier	2020-01-08	2020 GOAT Tournament
