round	value	daily_double	category	comments	answer	question	air_date	notes
1	1000	no	FROM "B" TO "Y\"	-	A tongue twister mentions rubber bumpers on this 2-word conveyance (both words fit the category)	baby buggy	2011-09-19	-
1	200	no	FRIENDS WITH BENEFITS	-	Tim McGraw & Faith Hill spearheaded the 2010 concert called this Tennessee city "Rising", a benefit for flood victims	Nashville	2011-09-19	-
1	400	no	FRIENDS WITH BENEFITS	-	Annie Lennox joined David Bowie & the surviving members of Queen on "Under Pressure" at a 1992 AIDS benefit & tribute to this man	Freddie Mercury	2011-09-19	-
1	600	no	FRIENDS WITH BENEFITS	-	The Rolling Stones brought their pals to this Canadian city for a 2003 benefit to help it recover from a SARS outbreak	Toronto	2011-09-19	-
1	1000	yes	FRIENDS WITH BENEFITS	-	\"My friend... told me that he wanted help before" this country "died", George Harrison sang in 1971; he had a benefit for it	Bangladesh	2011-09-19	-
2	400	no	THE COUNTRY HE RULED	-	Macbeth: 1040 to 1057	Scotland	2011-09-19	-
2	800	no	THE COUNTRY HE RULED	-	Haile Selassie: 1930 to 1974	Ethiopia	2011-09-19	-
2	1200	no	THE COUNTRY HE RULED	-	John III Sobieski: 1674 to 1696	Poland	2011-09-19	-
2	1600	no	THE COUNTRY HE RULED	-	Umberto I: 1878 to 1900	Italy	2011-09-19	-
2	2000	no	THE COUNTRY HE RULED	-	Canute IV (& later "the Holy"): 1080 to 1086	Denmark	2011-09-19	-
2	400	no	WORD & PHRASE ORIGINS	-	The origin of "smart as" this referred to the pain caused by its lash	a whip	2011-09-19	-
2	800	no	WORD & PHRASE ORIGINS	-	This phrase meaning "to admit defeat" comes from boxing, where a trainer does it to stop the fight	throw the towel in	2011-09-19	-
2	1200	no	WORD & PHRASE ORIGINS	-	A Thomas Gray poem says, "Where" this "is bliss, 'tis folly to be wise\"	ignorance	2011-09-19	-
2	1600	no	WORD & PHRASE ORIGINS	-	This 2-word term for first prize comes from what serves as the badge of Britain's Order of the Garter	blue ribbon	2011-09-19	-
2	3600	yes	WORD & PHRASE ORIGINS	-	This type of victory in which the losses are ruinous is named for a cousin of Alexander the Great	a Pyrrhic victory	2011-09-19	-
2	800	no	IT'S A DOGFIGHT	-	In 1950 a U.S. F-80 shot down a Soviet-made MiG-15 in the first dogfight between 2 aircraft propelled by this engine	a jet	2011-09-19	-
2	1200	no	IT'S A DOGFIGHT	-	In an early dogfight, British ace Lanoe Hawker was outdueled & killed by this notorious German	the Red Baron	2011-09-19	-
2	1600	no	IT'S A DOGFIGHT	-	WWI ace Oswald Boelcke advised attacking pilots to keep this behind them so as to interfere with an enemy's vision	the sun	2011-09-19	-
2	400	no	FILM ALIAS	-	Revealed in "Goldmember", the real name of this twin is Dougie Powers	Dr. Evil	2011-09-19	-
2	800	no	FILM ALIAS	-	Under this 1997 title alias, FBI agent Johnny Depp infiltrates the mob	Donnie Brasco	2011-09-19	-
2	1200	no	FILM ALIAS	-	Prior to volunteering for experimental research, he was Steve Rogers; now we know him as this	Captain America	2011-09-19	-
2	1600	no	FILM ALIAS	-	Matt Damon as this title character murders Dickie Greenleaf & assumes his identity	Mr. Ripley	2011-09-19	-
2	2000	no	FILM ALIAS	-	In "The Usual Suspects", Verbal Kint might have been this killer	Keyser Söze	2011-09-19	-
2	400	no	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	He's the first labor leader & the first Hispanic American to be honored with a public legal holiday	(César) Chávez	2011-09-19	-
2	800	no	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	In 1982 Richard Cavazos became the first Hispanic American with this many stars as a full general in the army	4 stars	2011-09-19	-
2	1200	no	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	In 1973 this late Pittsburgh Pirate became the first Hispanic American inducted into the Baseball Hall of Fame	(Roberto) Clemente	2011-09-19	-
2	1600	no	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	This onetime husband of Rosemary Clooney was the first Hispanic American to win the Oscar for Best Actor	Jose Ferrer	2011-09-19	-
2	2000	no	HISPANIC-AMERICAN FIRSTS	(Alex: In honor of National Hispanic-American Month...)	In the 1990s he was the first Hispanic Secretary of Transportation & Secretary of Energy	Federico Peña	2011-09-19	-
2	400	no	FRIENDS WITH BENEFITS	-	Steve is a big fan of this federal insurance program that began covering those over 65 back in '65	Medicare	2011-09-19	-
2	800	no	FRIENDS WITH BENEFITS	-	Eric could use a new health plan; he's got a $50,000 this, the amount he pays out of pocket before insurance kicks in	a deductible	2011-09-19	-
2	1200	no	FRIENDS WITH BENEFITS	-	Jennifer loves this as a type of trim on her clothes & as a type of benefit, like her free company gym	fringe benefits	2011-09-19	-
2	4000	yes	FRIENDS WITH BENEFITS	-	Matt's employer lets him choose among various benefits; it's this type of plan, like his favorite eating spot	a cafeteria plan	2011-09-19	-
2	2000	no	FRIENDS WITH BENEFITS	-	Shh, don't tell!  Suzanne used her medical FSA, short for this, to pay for botox treatments	a flexible spending account	2011-09-19	-
3	0	no	AMERICAN WRITERS	-	In the 1840s he wrote, "I ask for, not at once no government, but at once a better government\"	Henry David Thoreau	2011-09-19	-
1	400	no	EARLY MAN	-	790,000-year-old flints from a site in Israel provide the oldest known evidence of early man's control of this	fire	2011-09-20	-
1	800	no	EARLY MAN	-	The evolution of a large flexor pollicis muscle in this digit was key to early man's ability to use tools	the thumb	2011-09-20	-
1	200	no	TV TITLE ROLE PLAYING	-	\"Hannah Montana\"	Miley Cyrus	2011-09-20	-
1	400	no	TV TITLE ROLE PLAYING	-	(Adrian) "Monk\"	Tony Shalhoub	2011-09-20	-
1	600	no	TV TITLE ROLE PLAYING	-	\"The Good Wife\"	Julianna Margulies	2011-09-20	-
1	800	no	TV TITLE ROLE PLAYING	-	\"Barney Miller\"	Hal Linden	2011-09-20	-
1	1000	no	TV TITLE ROLE PLAYING	-	\"Chuck" (Bartowski)	Zachary Levi	2011-09-20	-
1	200	no	AGING GRACEFULLY	-	Use lotion to protect your skin from these rays with wavelengths shorter than 4,000 angstroms	ultraviolet rays	2011-09-20	-
1	400	no	AGING GRACEFULLY	-	Remove dead cells from your skin via this method, from the Latin for "to strip off leaves\"	exfoliate	2011-09-20	-
1	600	no	AGING GRACEFULLY	-	Moisturizer with glycolic acid helps prevent these alliteratively named results of years of chuckling	laugh lines	2011-09-20	-
1	800	no	AGING GRACEFULLY	-	\"Free" these aren't out to overthrow your government; they accelerate age-related diseases, so avoid them	radicals	2011-09-20	-
1	1000	no	AGING GRACEFULLY	-	This alphabetically second-to-last element is an antioxidant & good for cell repair	zinc	2011-09-20	-
1	200	no	STATELY RIVERS	-	For some 2,300 miles, this "Ol' Man River" just keeps rollin' along	the Mississippi	2011-09-20	-
1	400	no	STATELY RIVERS	-	This river that rises in the Rockies forms the Arizona-California border	the Colorado	2011-09-20	-
1	600	no	STATELY RIVERS	-	Fort Smith & Little Rock are among the cities located on its banks	the Arkansas River	2011-09-20	-
1	800	no	STATELY RIVERS	-	This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery	the Alabama River	2011-09-20	-
1	1000	yes	STATELY RIVERS	-	Trenton, New Jersey lies at the head of navigation on this river	the Delaware River	2011-09-20	-
1	200	no	WAYS TO LOSE MONEY	-	It rhymes with dwindle, & your money will dwindle if you fall for one	a swindle	2011-09-20	-
1	400	no	WAYS TO LOSE MONEY	-	A proverbial mistake is buying swampland in this state, maybe around Sunniland	Florida	2011-09-20	-
1	600	no	WAYS TO LOSE MONEY	-	Add "D" to a word for sheep's wool & you've been this, meaning taken	fleeced	2011-09-20	-
1	800	no	WAYS TO LOSE MONEY	-	This sensory word follows "soft"' to mean someone easy to take advantage of	a soft touch	2011-09-20	-
1	1000	no	WAYS TO LOSE MONEY	-	This phrase for a house that keeps needing costly repairs is also the name of a home improvement radio show	a money pit	2011-09-20	-
1	200	no	ONE VOWEL ONLY	(Alex: ...in each correct response.)	A planet of our solar system	Mars	2011-09-20	-
1	400	no	ONE VOWEL ONLY	(Alex: ...in each correct response.)	Basketball's Mr. Nowitzki knows it's a small Scottish dagger	a dirk	2011-09-20	-
1	600	no	ONE VOWEL ONLY	(Alex: ...in each correct response.)	A twisting tool that's "thrown into" a situation to mess it up	a wrench	2011-09-20	-
1	800	no	ONE VOWEL ONLY	(Alex: ...in each correct response.)	A country in Central Africa	Chad	2011-09-20	-
1	1000	no	ONE VOWEL ONLY	(Alex: ...in each correct response.)	Last name of the president when the California Gold Rush began	Polk	2011-09-20	-
2	400	no	LATE MAN	-	Photocopy pioneer Robert Gundlach, 1926-2010, helped transform the Haloid Company into this office-equipment giant	Xerox	2011-09-20	-
2	800	no	LATE MAN	-	Morrie Yohai, 1920-2010, "sketched" out the idea for these puffy cheese-flavored snacks	Cheez Doodles	2011-09-20	-
2	1200	no	LATE MAN	-	\"Piper Bill" Millin, 1922-2010, played "Hieland Laddie" while under heavy gunfire on Sword Beach on this day in 1944	June 6	2011-09-20	-
2	1600	no	LATE MAN	-	Composer Milton Babbitt, 1916-2011, received a 1986 "Genius Grant" from this American foundation	MacArthur	2011-09-20	-
2	2000	no	LATE MAN	-	Professor Nicolae Popescu, 1937-2010, made many contributions to this branch of math with an Arabic name	algebra	2011-09-20	-
2	400	no	A CELTIC CATEGORY	-	Celtic independence on the European continent came to an end with this leader's 58 to 51 B.C. conquest of Gaul	Julius Caesar	2011-09-20	-
2	800	no	A CELTIC CATEGORY	-	Begun more than 2,000 years ago & meaning "summer's end", Samhain was a Celtic festival that has evolved into this holiday	Halloween	2011-09-20	-
2	1200	no	A CELTIC CATEGORY	-	Irish, a form of this language, is one of the only Celtic languages to receive full state recognition & support	Gaelic	2011-09-20	-
2	1800	yes	A CELTIC CATEGORY	-	Celts were divided into social classes such as warriors, commoners & this priestly class, performers of religious rituals	druids	2011-09-20	-
2	2000	no	A CELTIC CATEGORY	-	Celtic folklore told of this "woman of the fairies" whose mournful wails & screams foretold death	a banshee	2011-09-20	-
2	400	no	ISN'T IT "GRAND"?	-	It's Venice, Italy's main waterway	the Grand Canal	2011-09-20	-
2	800	no	ISN'T IT "GRAND"?	-	Titles in this mega-selling video game series include "Vice City" & "Chinatown Wars\"	Grand Theft Auto	2011-09-20	-
2	1200	no	ISN'T IT "GRAND"?	-	In bridge, it's when you take all 13 tricks	a grand slam	2011-09-20	-
2	1600	no	ISN'T IT "GRAND"?	-	Used for flood control & power production, it's been called the "8th Wonder of the World\"	the Grand Coulee Dam	2011-09-20	-
2	400	no	THIS IS A JOB FOR A HERO	(Alex: You have to name each literary hero's profession.)	Perry Mason	an attorney	2011-09-20	-
2	800	no	THIS IS A JOB FOR A HERO	(Alex: You have to name each literary hero's profession.)	Horatio Hornblower	sailor	2011-09-20	-
2	1200	no	THIS IS A JOB FOR A HERO	(Alex: You have to name each literary hero's profession.)	Lew Archer	a private investigator	2011-09-20	-
2	1600	no	THIS IS A JOB FOR A HERO	(Alex: You have to name each literary hero's profession.)	Howard Roark	an architect	2011-09-20	-
2	2000	no	THIS IS A JOB FOR A HERO	(Alex: You have to name each literary hero's profession.)	George Smiley	the spy	2011-09-20	-
2	400	no	THE WHITE HOUSE	-	With the 1866 remodeling of offices, Andrew Johnson installed a room for this communications device	a telegraph	2011-09-20	-
2	800	no	THE WHITE HOUSE	-	Once a stable, the Rose Garden lies in the ell of this part of the White House, also the name of a TV show	the West Wing	2011-09-20	-
2	1200	no	THE WHITE HOUSE	-	This distinctively shaped room was designed by Nathan C. Wyeth at the order of President Taft in 1909	the Oval Office	2011-09-20	-
2	1600	no	THE WHITE HOUSE	-	On June 2, 1886 Grover Cleveland married Frances Folsom in this "colorful" room	the Blue Room	2011-09-20	-
2	2200	yes	THE WHITE HOUSE	-	The White House's general manager is the chief this, from the time when his chief duty was escorting visitors to the president	the chief usher	2011-09-20	-
2	400	no	SIBLING REVELRY	-	The loopy comedy "Raising Arizona" was written & directed by these brothers	the Coen Brothers	2011-09-20	-
2	800	no	SIBLING REVELRY	-	\"In Living Color" featured siblings Kim, Marlon, Damon, Shawn & Keenen Ivory of this family	the Wayans	2011-09-20	-
2	1200	no	SIBLING REVELRY	-	The real first names of this comedy troupe were Julius, Leonard, Milton, Adolph & Herbert	the Marx Brothers	2011-09-20	-
2	1600	no	SIBLING REVELRY	-	The dark comedy "Grosse Pointe Blank" starred this actor as an assassin & this sister of his as his office manager	Joan & John Cusack	2011-09-20	-
2	2000	no	SIBLING REVELRY	-	Last name of writers & siblings Amy & David, who collaborated on the play "The Book of Liz\"	Sedaris	2011-09-20	-
3	0	no	NAME'S THE SAME	-	Name shared by a popular world sport & a member of the Gryllidae family	cricket	2011-09-20	-
1	200	no	ENGLISH LITERATURE	-	In this epic poem about leaving heaven, John Milton created Pandemonium, the capital of Hell	Paradise Lost	2011-09-21	-
1	400	no	ENGLISH LITERATURE	-	A book by him begins, "'The signora had no business to do it... she promised us south rooms with a view"\'	(E.M.) Forster	2011-09-21	-
1	600	no	ENGLISH LITERATURE	-	His wife Charlotte was the inspiration for "Amelia" & for Sophia in "Tom Jones\"	Fielding	2011-09-21	-
1	800	no	ENGLISH LITERATURE	-	In a George Eliot novel, the Tullivers owned a mill on this river	the River Floss	2011-09-21	-
1	1500	yes	ENGLISH LITERATURE	-	A line in this 1954 novel reads, "Ralph wept for the end of innocence, the darkness of man's heart\"	Lord of the Flies	2011-09-21	-
1	200	no	FILL IN THE TOP 40 TITLE	-	Olivia Newton-John: "I ____ Love You\"	Honestly	2011-09-21	-
1	400	no	FILL IN THE TOP 40 TITLE	-	Cee Lo Green: "____ You" (the radio version, please)	Forget	2011-09-21	-
1	600	no	FILL IN THE TOP 40 TITLE	-	Salt-N-Pepa with En Vogue: "Whatta ____\"	Man	2011-09-21	-
1	800	no	FILL IN THE TOP 40 TITLE	-	Cyndi Lauper: "She ____\"	Bop	2011-09-21	-
1	1000	no	FILL IN THE TOP 40 TITLE	-	Cher: "Half-____\"	Breed	2011-09-21	-
1	200	no	DOES THIS DRESSING MAKE ME LOOK FAT?	-	This dressing meaning "little vinegar" looks positively slimming on you	a vinaigrette	2011-09-21	-
1	400	no	DOES THIS DRESSING MAKE ME LOOK FAT?	-	There are just 35 fat calories in a 2 tbsp. serving of this actor's own Lighten Up Honey Mustard Dressing	Paul Newman	2011-09-21	-
1	600	no	DOES THIS DRESSING MAKE ME LOOK FAT?	-	Zut alors!  One ounce of this "national" dressing at Sizzler has 12 grams of fat!	French	2011-09-21	-
1	800	no	DOES THIS DRESSING MAKE ME LOOK FAT?	-	Git along to the gym, little dogie!  If you saddle up 2 tbsp. of Kraft's buttermilk this, you've roped in 140 fat calories	ranch	2011-09-21	-
1	1000	no	DOES THIS DRESSING MAKE ME LOOK FAT?	-	A Rachael Ray recipe for this "colorful" dairy dressing calls for 1/2 cup heavy cream & 1/2 cup sour cream	blue cheese	2011-09-21	-
1	200	no	E3	(Alex: Each correct response will have three "E"s in it.)	A person who's busy on Election Day might cast his vote this way	absentee	2011-09-21	-
1	400	no	E3	(Alex: Each correct response will have three "E"s in it.)	Put the pedal to the metal & increase your speed	accelerate	2011-09-21	-
1	600	no	E3	(Alex: Each correct response will have three "E"s in it.)	The transitional teenage years between puberty & adulthood	adolescence	2011-09-21	-
1	800	no	E3	(Alex: Each correct response will have three "E"s in it.)	It's a right held by one property owner to make use of the land of another for a limited purpose	an easement	2011-09-21	-
1	1000	no	E3	(Alex: Each correct response will have three "E"s in it.)	This portion of the brain coordinates voluntary movements & balance	the cerebellum	2011-09-21	-
1	200	no	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	\"From her beacon-hand glows world-wide welcome" is part of a poem found on a plaque at this landmark	the Statue of Liberty	2011-09-21	-
1	400	no	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	\"Willkommen" is the first song in this Broadway musical	Cabaret	2011-09-21	-
1	600	no	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	In 1992 this author launched his "Goosebumps" series with "Welcome to Dead House\"	(R.L.) Stine	2011-09-21	-
1	800	no	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	At a Seder dinner, a ceremonial cup of wine is left for this prophet; a door is opened to welcome him, too	Elijah	2011-09-21	-
1	1000	no	I, FOR ONE, WELCOME	(Alex: And then, we have something that you should be familiar with...)	Altars called ofrendas, with flowers & sweets, welcome back souls on this Mexican holiday in November	the Day of the Dead	2011-09-21	-
1	200	no	OUR NEW COMPUTER OVERLORDS	(Alex: Ken Jennings' famous line from last year's special tournament.)	In 2008 an IBM supercomputer named for this speedy state bird broke the 1 petaflop barrier--that's really fast	a roadrunner	2011-09-21	-
1	400	no	OUR NEW COMPUTER OVERLORDS	(Alex: Ken Jennings' famous line from last year's special tournament.)	Most modern supercomputers run on this operating system developed by Linus Torvalds	Linux	2011-09-21	-
1	600	no	OUR NEW COMPUTER OVERLORDS	(Alex: Ken Jennings' famous line from last year's special tournament.)	In 1998 Deep Crack, designed for this science from the Greek for "hidden writing", broke the standard U.S. data cipher	cryptography	2011-09-21	-
1	800	no	OUR NEW COMPUTER OVERLORDS	(Alex: Ken Jennings' famous line from last year's special tournament.)	Thinking Machines Corp. pioneered this processing --as the geometric name indicates, many processors work side by side	parallel processing	2011-09-21	-
2	400	no	NAME THAT REBELLION	-	China, 1900: "Fighters" versus foreigners & Christians	the Boxer Rebellion	2011-09-21	-
2	800	no	NAME THAT REBELLION	-	Pennsylvania, 1794: The feds versus farmers over a tax on liquor	the Whiskey Rebellion	2011-09-21	-
2	1200	no	NAME THAT REBELLION	-	Ulster & Wexford, 1798: One of many called by this national adjective	Irish	2011-09-21	-
2	1600	no	NAME THAT REBELLION	-	Virginia, 1676: A "hammy" colonist & his followers versus natives & the governor	Bacon's Rebellion	2011-09-21	-
2	2000	no	NAME THAT REBELLION	-	New England, 1786-87: A former soldier & 1,200 followers versus taxes & foreclosures	Shays' Rebellion	2011-09-21	-
2	400	no	RABBIT STEW	-	He munched his first carrot in the 1940 Tex Avery cartoon "A Wild Hare\"	Bugs Bunny	2011-09-21	-
2	800	no	RABBIT STEW	-	In commercials the silly rabbit does manage to pronounce this cereal "abso-fruitalicious\"	Trix	2011-09-21	-
2	1200	no	RABBIT STEW	-	Michael Sheen, known for playing Tony Blair, voiced this creature in 2010's "Alice in Wonderland\"	the White Rabbit	2011-09-21	-
2	1600	no	RABBIT STEW	-	As Elwood P. Dowd, Jimmy Stewart calls this rabbit companion a "pooka\"	Harvey	2011-09-21	-
2	2000	no	RABBIT STEW	-	This "rabbit" is in the title of a movie with Wallace & Gromit	Were-Rabbit	2011-09-21	-
2	400	no	TREES	-	You might enjoy an orange juice & champagne cocktail while sitting under this tree of the same name	a mimosa	2011-09-21	-
2	800	no	TREES	-	This type of aspen derives its name from the way its stalks & leaves rustle in the wind	a quaking aspen	2011-09-21	-
2	2500	yes	TREES	-	Brought over from Australia, blue gum is the USA's most common variety of this tree	eucalyptus	2011-09-21	-
2	2000	no	TREES	-	Acer rubrum is the scientific name for this colorful state tree of Rhode Island	the red maple	2011-09-21	-
2	400	no	FROM THE FREN"CH\"	-	This word for an inclined trough is paired with "Ladders" in the name of a board game	chute	2011-09-21	-
2	800	no	FROM THE FREN"CH\"	-	Smokestack is a synonym for this, from which smoke escapes	chimney	2011-09-21	-
2	1200	no	FROM THE FREN"CH\"	-	This radicchio relative can be dried, roasted & used as a substitute for coffee	chicory	2011-09-21	-
2	1600	no	FROM THE FREN"CH\"	-	The name of this upscale casino game is French for "railroad", from the speed of the game	chemin-de-fer	2011-09-21	-
2	2000	yes	FROM THE FREN"CH\"	-	In heraldry it's a design shaped like an upside-down V	a chevron	2011-09-21	-
2	400	no	WHAT DO YOU COLLECT?	-	A lepidopterist	butterflies	2011-09-21	-
2	800	no	WHAT DO YOU COLLECT?	-	An aerophilatelist	airmail stamps	2011-09-21	-
2	1200	no	WHAT DO YOU COLLECT?	-	A sucrologist	sugar packets (sugar cubes accepted)	2011-09-21	-
2	1600	no	WHAT DO YOU COLLECT?	-	A helixophile--these wine-drinking accessories	corkscrews	2011-09-21	-
2	2000	no	WHAT DO YOU COLLECT?	-	A phillumenist--these smoking aids	matchbooks	2011-09-21	-
2	400	no	MONEY BEST PLACES TO LIV	(Alex: And, from Money magazine's list...)	Tops on the list is Louisville in Boulder County in this state, not Kentucky--low crime, good jobs & Rockies skiing	Colorado	2011-09-21	-
2	800	no	MONEY BEST PLACES TO LIV	(Alex: And, from Money magazine's list...)	Cozy Sharon in this northeast state's Norfolk County is teeming with history: a church there has a Paul Revere bell	Massachusetts	2011-09-21	-
2	1200	no	MONEY BEST PLACES TO LIV	(Alex: And, from Money magazine's list...)	Mukilteo in this state is in good economic shape & has location, location, location--right on Puget Sound	Washington	2011-09-21	-
2	1600	no	MONEY BEST PLACES TO LIV	(Alex: And, from Money magazine's list...)	The Cuyahoga County city of Solon in this state boasts its own orchestra, a large tax base & great schools	Ohio	2011-09-21	-
2	2000	no	MONEY BEST PLACES TO LIV	(Alex: And, from Money magazine's list...)	Victorian homes line the New Hampshire hamlet of Hanover that benefits from its proximity to this Ivy League school	Dartmouth	2011-09-21	-
3	0	no	OSCAR WINNERS	-	The most recent father & daughter to win acting Oscars: he won for playing a veteran, she for playing a mental patient	Jon Voight & Angelina Jolie	2011-09-21	-
1	200	no	HOW I SPENT MY SUMMER VACATION	-	As commissioner of the NFL, I spent my summer dealing with a player lockout & negotiating a new contract	(Roger) Goodell	2011-09-22	-
1	400	no	HOW I SPENT MY SUMMER VACATION	-	I watched my father get pied as we both testified on phone hacking before Parliament	James Murdoch	2011-09-22	-
1	600	no	HOW I SPENT MY SUMMER VACATION	-	We the people of this African nation spent the summer becoming the newest country in the world & joining the U.N.	South Sudan	2011-09-22	-
1	800	no	HOW I SPENT MY SUMMER VACATION	-	My Virginia constituents know that as House majority leader, I spent July hammering out a debt ceiling deal	Eric Cantor	2011-09-22	-
1	1000	no	HOW I SPENT MY SUMMER VACATION	-	My 16-year holiday was rudely interrupted in Santa Monica when my past as a Boston crime boss came to haunt me	Whitey Bulger	2011-09-22	-
1	200	no	WHOM DID SHE PORTRAY?	-	Reese Witherspoon in "Walk the Line\"	June Carter Cash	2011-09-22	-
1	1000	yes	WHOM DID SHE PORTRAY?	-	Anne Bancroft in "The Miracle Worker\"	Annie Sullivan	2011-09-22	-
1	600	no	WHOM DID SHE PORTRAY?	-	Faye Dunaway in "Mommie Dearest\"	Joan Crawford	2011-09-22	-
1	800	no	WHOM DID SHE PORTRAY?	-	Robin Wright in "The Conspirator\"	Mary Surratt	2011-09-22	-
1	1000	no	WHOM DID SHE PORTRAY?	-	Sigourney Weaver in "1492: Conquest of Paradise\"	Queen Isabella	2011-09-22	-
1	200	no	PAN & POT POURRI	-	DuPont says that dishwashers are safe for this nonstick coating applied to the cooking surface of some pans	teflon	2011-09-22	-
1	600	no	PAN & POT POURRI	-	The book "Cooking A to Z" calls it "the most famous symbol of Chinese cooking\"	a wok	2011-09-22	-
1	1000	no	PAN & POT POURRI	-	The first 5 letters of this word for a frying pan are a synonym for "dexterity\"	a skillet	2011-09-22	-
1	200	no	FIRST NAME PHRASES	-	Abbreviated version of the term for teaching youth with disabilities	special ed.	2011-09-22	-
1	600	no	FIRST NAME PHRASES	-	In a Christmas song, this line about dressing up rhymes with "troll the ancient yuletide carol\"	\"Don we now our gay apparel\"	2011-09-22	-
1	800	no	FIRST NAME PHRASES	-	3-word verb phrase meaning to marry or date someone much younger	robbing the cradle	2011-09-22	-
1	1000	no	FIRST NAME PHRASES	-	A slangy term for a baseball doubleheader	a twin bill	2011-09-22	-
1	200	no	STRAIT AHEAD	-	The Denmark Strait separates Iceland from this large island to its west	Greenland	2011-09-22	-
1	400	no	STRAIT AHEAD	-	The French call this strait that separates England & France the Pas de Calais	the Strait of Dover	2011-09-22	-
1	800	no	STRAIT AHEAD	-	The scene of a WWII battle, the 3/4-mile-wide Johor Strait separates this island city-state from Malaysia	Singapore	2011-09-22	-
1	1000	no	STRAIT AHEAD	-	Hydrologically, Lake Huron & Lake Michigan are one lake since they are connected by this strip of water	the Strait of Mackinac	2011-09-22	-
2	400	no	WAR STORIES	-	\"Shades of Gray" & "Cold Mountain\"	the Civil War	2011-09-22	-
2	800	no	WAR STORIES	-	\"M*A*S*H" & "The Bridges at Toko-Ri\"	the Korean War	2011-09-22	-
2	1200	no	WAR STORIES	-	\"All Quiet on the Western Front\"	World War I	2011-09-22	-
