round	value	daily_double	category	comments	answer	question	air_date	notes
1	300	no	ICE CREAM	-	Giving a yellowish tint, it's what makes French vanilla ice cream "French\"	egg	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	400	no	ICE CREAM	-	The texture is better if this process is done quickly, but that's impossible if there's too much sugar	freezing	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	500	no	ICE CREAM	-	In case you didn't know, Kraft & Pillsbury are behind these 2 "Scandinavian" brands of ice cream	Häagen-Dazs & Frusen Glädjé	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	100	no	GEOGRAPHY	-	Once called "El-Khela", the emptiness, it covers about 1/3 of Africa	Sahara	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	200	no	GEOGRAPHY	-	Though only about 16,000 sq. mi., this European country has over 5000 mi. of canals & navigable rivers	the Netherlands	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	300	no	GEOGRAPHY	-	Of Tahiti, Samoa, or Guam, the one not in the Western Hemisphere	Guam	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	300	yes	GEOGRAPHY	-	1 of 2 rivers that join at Pittsburgh to form the Ohio River	(1 of) Allegheny (or Monongahela)	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	500	no	GEOGRAPHY	-	This mountainous coastal country is South America's 3rd largest in area	Peru	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	100	no	DIRTY WORDS	-	\"Dirty" word that can precede pack, bath, or wrestling	mud	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	200	no	DIRTY WORDS	-	If a hog invites you home, it's appropriate to tell him his place looks like this	pig sty	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	300	no	DIRTY WORDS	-	If you get mad at your Barbie doll, you can drop her in a pit of this Mattel goo	Slime	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	400	no	DIRTY WORDS	-	In "A Visit from St. Nicholas", St. Nick's "clothes were all tarnished with ashes" & this	soot	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	500	no	DIRTY WORDS	-	From old High German for "foul", it can also describe someone very rich	filthy	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	200	no	ZOOLOGY	-	A marsupium is this part of a female marsupial, used to shelter her young	pouch	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	400	no	ZOOLOGY	-	The name of this animal is a corruption of the Spanish "el lagarto", the lizard	alligator	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	600	no	ZOOLOGY	-	The largest wild member of canidae, the dog family	wolf	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	800	no	ZOOLOGY	-	Number of horns on an African rhinoceros	2	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	1000	no	ZOOLOGY	-	The chameleon-like cuttlefish isn't really a fish but a species of this	squid	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	200	no	AMERICAN INDIANS	-	Tribes which carve totem poles live in this part of the U.S.	Pacific Northwest	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	200	yes	AMERICAN INDIANS	-	Colorful reason large number of whites flocked to Black Hills leading to war with the red man	gold	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	600	no	AMERICAN INDIANS	-	Bands of this Arizona tribe include the Tonto, Chiricahua & Mescalero	Apache	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	1000	no	AMERICAN INDIANS	-	Johnny Cash James Garner & Burt Reynolds are all partly descended from this tribe	Cherokee	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	200	no	WINTER SPORTS	-	# of intermissions during a normal hockey game	2	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	400	no	WINTER SPORTS	-	Of jumping, hot dog, or slalom skis, the type that are longest & heaviest	jumping	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	600	no	WINTER SPORTS	-	What officials must do if you use brakes during a run in bobsled competition	disqualify you	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	800	no	WINTER SPORTS	-	In the 1968 Winter Games, this figure skater won the only gold for the U.S.	Peggy Fleming	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	200	no	MACHINES	-	# of spark plugs normally used in a V-8 engine	8	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	400	no	MACHINES	-	Whether you use the cylinder or agitator type of this, you still risk ring around the collar	washing machine	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	600	no	MACHINES	-	Some parts of this machine are the feed dog, presser foot, & bobbin winder	sewing machine	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	800	no	MACHINES	-	Leonardo da Vinci developed a type of this device which measured distance traveled by carriages	odometer	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	1000	no	MACHINES	-	The "finned thingey" at the end of the Xerox machine that separates copies & keeps them in order	collator	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	200	no	FACTS & FIGURES	-	At time of Shigechiyo Izumi's death at age 120 in 1986, he was listed in Guinness as being this	world's oldest man	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	400	no	FACTS & FIGURES	-	The top grossing film of 1985, not 1955	Back to the Future	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	600	no	FACTS & FIGURES	-	It remains on the average, the most expensive state in which to buy a house	California	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	800	no	FACTS & FIGURES	-	Parodied by Billy Crystal on SNL, this longest-running talk show host started his "Memory Lane" in 1953	Joe Franklin	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	1000	no	FACTS & FIGURES	-	# of companies included in Dow Jones Industrial Average	30	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	200	no	POE-ETRY	-	No surprisingly, the heroines of Poe's "Lenore", "The Sleeper" & "Ulalume" are all in this condition	dead	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	400	no	POE-ETRY	-	Tho the poem's "To My Mother", he wrote for this relative, "mother to the one I loved so dearly\"	mother-in-law	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	600	no	POE-ETRY	-	The "Poe"m named for them repeats this tintinnabulating word 59 times	bells	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	800	no	POE-ETRY	-	Its permanent perch was "on the pallid bust of Pallas\"	\"The Raven\"	1987-02-18	1987 Teen Tournament quarterfinal game 3.
2	1000	no	POE-ETRY	-	Poe's poem "The Haunted Palace" is quoted as if written by a character in the story of this doomed house	House of Usher	1987-02-18	1987 Teen Tournament quarterfinal game 3.
3	0	no	HISTORY	-	It arrived in the U.S. in June of 1885 in 214 cases aboard the French ship Isere	Statue of Liberty	1987-02-18	1987 Teen Tournament quarterfinal game 3.
1	100	no	FIRST LINES	-	\"Hard by a great forest dwelt a poor woodcutter with his wife & his 2 children\"	\"Hansel & Gretel\"	1987-02-19	1987 Teen Tournament quarterfinal game 4.
